sep=,
#,X(I),Y(X),Y'(X),Y1(X),Y1'(X),Y2(X),Y2'(X),Y3(X),Y3'(X),
Model,"ARR_DATA(I)","Integral(5.44040184,5.39316392)","","Integral(5.26046627,5.21905797)","","Integral(4.67084105,4.62131936)","","Integral(4.01091143,3.98242444)","",
467,42416.00000000,28.13573456,0.00000000,2.77124166,0.00000000,0.76076761,0.00000000,10.86307967,0.00000000,
468,42507.00000000,24.63154826,0.00000000,2.86063764,0.00000000,0.76740494,0.00000000,10.97971672,0.00000000,
469,42599.00000000,27.99673215,0.00000000,2.77680667,0.00000000,0.76123106,0.00000000,10.44968759,0.00000000,
470,42692.00000000,28.02869675,0.00000000,2.78085073,0.00000000,0.74040789,0.00000000,9.33045258,0.00000000,
471,42783.00000000,24.55086707,0.00000000,2.69972071,0.00000000,0.74842267,0.00000000,10.48488846,0.00000000,
472,42881.00000000,26.24719340,0.00000000,2.79435840,0.00000000,0.76872567,0.00000000,11.57476573,0.00000000,
473,42972.00000000,27.92546734,0.00000000,2.79220720,0.00000000,0.74152768,0.00000000,10.61777192,0.00000000,
474,43064.00000000,27.81141406,0.00000000,2.85656322,0.00000000,0.73530857,0.00000000,9.76372753,0.00000000,
475,43154.00000000,27.72915681,0.00000000,2.80698780,0.00000000,0.76920066,0.00000000,10.01264869,0.00000000,
476,43245.00000000,27.73094612,0.00000000,2.81100518,0.00000000,0.73918913,0.00000000,12.82601393,0.00000000,
477,43336.00000000,25.88869254,0.00000000,2.81906687,0.00000000,0.77442320,0.00000000,9.53839093,0.00000000,
478,43424.00000000,24.33413527,0.00000000,2.81515566,0.00000000,0.79874112,0.00000000,10.24107881,0.00000000,
479,43513.00000000,27.63821877,0.00000000,2.86955176,0.00000000,0.78179508,0.00000000,10.13957120,0.00000000,
480,43605.00000000,26.60145406,0.00000000,2.83662593,0.00000000,0.75538064,0.00000000,9.35909639,0.00000000,
481,43697.00000000,24.23505756,0.00000000,2.82451524,0.00000000,0.79642611,0.00000000,11.37797895,0.00000000,
482,43788.00000000,25.77039357,0.00000000,2.84387053,0.00000000,0.77797776,0.00000000,10.48748779,0.00000000,
483,43880.00000000,27.50714260,0.00000000,2.89433406,0.00000000,0.78174520,0.00000000,11.58025014,0.00000000,
484,43973.00000000,27.44010992,0.00000000,2.91461021,0.00000000,0.75641013,0.00000000,9.71868497,0.00000000,
485,44066.00000000,25.58313347,0.00000000,2.89200485,0.00000000,0.75642522,0.00000000,10.04042114,0.00000000,
486,44155.00000000,27.38246749,0.00000000,2.84189476,0.00000000,0.75307730,0.00000000,11.72774184,0.00000000,
487,44245.00000000,26.25056515,0.00000000,2.90816836,0.00000000,0.78145815,0.00000000,10.07930678,0.00000000,
488,44336.00000000,27.34238707,0.00000000,2.89908431,0.00000000,0.78569865,0.00000000,11.52538821,0.00000000,
489,44431.00000000,23.91727462,0.00000000,2.85109345,0.00000000,0.80347614,0.00000000,11.51012116,0.00000000,
490,44521.00000000,25.47614855,0.00000000,2.92723355,0.00000000,0.79171244,0.00000000,11.71706738,0.00000000,
491,44613.00000000,25.32979692,0.00000000,2.85179086,0.00000000,0.78732425,0.00000000,10.24414854,0.00000000,
492,44706.00000000,25.42146222,0.00000000,2.92939699,0.00000000,0.79143860,0.00000000,11.40771320,0.00000000,
493,44797.00000000,25.47214436,0.00000000,2.96910922,0.00000000,0.80871001,0.00000000,12.01469668,0.00000000,
494,44886.00000000,27.03891243,0.00000000,2.93160553,0.00000000,0.76783407,0.00000000,11.16119429,0.00000000,
495,44978.00000000,25.47578517,0.00000000,2.88322020,0.00000000,0.79435570,0.00000000,10.87972306,0.00000000,
496,45070.00000000,24.30983490,0.00000000,2.99103424,0.00000000,0.76951978,0.00000000,11.19901346,0.00000000,
497,45162.00000000,25.23079714,0.00000000,2.94283008,0.00000000,0.76494673,0.00000000,12.15976453,0.00000000,
498,45251.00000000,25.20063316,0.00000000,2.99643629,0.00000000,0.79905375,0.00000000,11.13873689,0.00000000,
499,45343.00000000,25.85382435,0.00000000,2.81115744,0.00000000,0.82431106,0.00000000,10.72325793,0.00000000,
500,45434.00000000,23.61741783,0.00000000,2.96765080,0.00000000,0.81712405,0.00000000,11.51182143,0.00000000,
501,45523.00000000,26.89821036,0.00000000,2.97432519,0.00000000,0.81815350,0.00000000,12.02438591,0.00000000,
502,45614.00000000,25.78552026,0.00000000,2.89879626,0.00000000,0.78149103,0.00000000,11.66653091,0.00000000,
503,45703.00000000,23.57806562,0.00000000,2.97870784,0.00000000,0.80644807,0.00000000,11.10982322,0.00000000,
504,45795.00000000,25.12500149,0.00000000,2.92807682,0.00000000,0.83414534,0.00000000,11.79143952,0.00000000,
505,45887.00000000,25.02017874,0.00000000,2.91978880,0.00000000,0.78128371,0.00000000,10.08707472,0.00000000,
506,45978.00000000,24.90036245,0.00000000,3.08910660,0.00000000,0.78023022,0.00000000,12.34125849,0.00000000,
507,46070.00000000,24.14039270,0.00000000,2.93155168,0.00000000,0.83593942,0.00000000,11.00501738,0.00000000,
508,46160.00000000,24.07575528,0.00000000,2.93214817,0.00000000,0.83539036,0.00000000,12.60547078,0.00000000,
509,46252.00000000,24.06956193,0.00000000,2.93596304,0.00000000,0.78945105,0.00000000,13.66115719,0.00000000,
510,46344.00000000,24.75327720,0.00000000,2.94221681,0.00000000,0.78381991,0.00000000,11.17530992,0.00000000,
511,46435.00000000,24.75333699,0.00000000,3.11721247,0.00000000,0.81277120,0.00000000,12.38449407,0.00000000,
512,46526.00000000,24.74044906,0.00000000,2.85579247,0.00000000,0.79734672,0.00000000,11.05555407,0.00000000,
513,46616.00000000,26.28860968,0.00000000,2.94172068,0.00000000,0.79366799,0.00000000,10.56540050,0.00000000,
514,46707.00000000,24.87366977,0.00000000,3.00849304,0.00000000,0.83838033,0.00000000,13.22158387,0.00000000,
515,46799.00000000,24.77270782,0.00000000,3.01079362,0.00000000,0.81842829,0.00000000,11.11879353,0.00000000,
516,46892.00000000,24.57491882,0.00000000,3.04656160,0.00000000,0.79498581,0.00000000,10.65415959,0.00000000,
517,46982.00000000,23.89670992,0.00000000,3.02658185,0.00000000,0.82111391,0.00000000,12.11228491,0.00000000,
518,47075.00000000,24.47662891,0.00000000,2.87017415,0.00000000,0.79915123,0.00000000,12.06055499,0.00000000,
519,47164.00000000,24.53418882,0.00000000,2.96026127,0.00000000,0.79785073,0.00000000,11.94940036,0.00000000,
520,47257.00000000,23.66721666,0.00000000,2.98375783,0.00000000,0.84965983,0.00000000,13.24380016,0.00000000,
521,47346.00000000,24.55769344,0.00000000,3.03543450,0.00000000,0.81044407,0.00000000,11.67052674,0.00000000,
522,47435.00000000,24.39832349,0.00000000,2.98475651,0.00000000,0.80356044,0.00000000,11.40006283,0.00000000,
523,47523.00000000,24.33472310,0.00000000,2.99342051,0.00000000,0.82991828,0.00000000,11.91330270,0.00000000,
524,47612.00000000,24.30227393,0.00000000,2.90541387,0.00000000,0.80679315,0.00000000,13.21564942,0.00000000,
525,47701.00000000,24.25780792,0.00000000,3.21663411,0.00000000,0.81207636,0.00000000,11.24875146,0.00000000,
526,47792.00000000,24.40353581,0.00000000,3.06086525,0.00000000,0.83904517,0.00000000,11.02429794,0.00000000,
527,47884.00000000,23.49562736,0.00000000,3.07405319,0.00000000,0.85771940,0.00000000,12.09495761,0.00000000,
528,47974.00000000,24.18641757,0.00000000,3.02134055,0.00000000,0.81182996,0.00000000,13.73800077,0.00000000,
529,48066.00000000,24.29584081,0.00000000,3.12387922,0.00000000,0.83700240,0.00000000,11.47105829,0.00000000,
530,48157.00000000,23.32609770,0.00000000,3.06228483,0.00000000,0.86118555,0.00000000,11.97270128,0.00000000,
531,48246.00000000,24.18452802,0.00000000,2.92289480,0.00000000,0.82017566,0.00000000,10.67091281,0.00000000,
532,48339.00000000,24.01195937,0.00000000,3.02253039,0.00000000,0.84608915,0.00000000,13.90159513,0.00000000,
533,48428.00000000,24.00174175,0.00000000,3.02211784,0.00000000,0.81644978,0.00000000,12.71360648,0.00000000,
534,48519.00000000,23.24457218,0.00000000,2.88215809,0.00000000,0.84723187,0.00000000,15.48687232,0.00000000,
535,48608.00000000,23.26083912,0.00000000,3.10296123,0.00000000,0.84836914,0.00000000,15.87183300,0.00000000,
536,48700.00000000,23.87090045,0.00000000,3.03010073,0.00000000,0.81477576,0.00000000,14.23059555,0.00000000,
537,48790.00000000,23.12921482,0.00000000,3.00217348,0.00000000,0.82547282,0.00000000,13.99373847,0.00000000,
538,48880.00000000,24.49190322,0.00000000,3.12388469,0.00000000,0.84976858,0.00000000,12.66382422,0.00000000,
539,48972.00000000,25.31453298,0.00000000,3.04761829,0.00000000,0.85627040,0.00000000,13.01034036,0.00000000,
540,49061.00000000,23.78189513,0.00000000,3.06362943,0.00000000,0.82137996,0.00000000,13.07678667,0.00000000,
541,49153.00000000,23.01323457,0.00000000,3.00983456,0.00000000,0.87604971,0.00000000,13.81797566,0.00000000,
542,49244.00000000,23.69468583,0.00000000,2.94966286,0.00000000,0.83416536,0.00000000,13.56799534,0.00000000,
543,49336.00000000,23.88344660,0.00000000,2.84804893,0.00000000,0.83111811,0.00000000,12.32175367,0.00000000,
544,49429.00000000,21.43628069,0.00000000,3.03457757,0.00000000,0.87922870,0.00000000,14.75411538,0.00000000,
545,49521.00000000,22.90214071,0.00000000,3.03448987,0.00000000,0.87599555,0.00000000,13.72735140,0.00000000,
546,49617.00000000,25.05519445,0.00000000,3.05717201,0.00000000,0.83020876,0.00000000,11.77125333,0.00000000,
547,49708.00000000,22.82323569,0.00000000,3.02479549,0.00000000,0.86412437,0.00000000,14.89802330,0.00000000,
548,49800.00000000,22.22431770,0.00000000,3.04572999,0.00000000,0.88554579,0.00000000,14.24822649,0.00000000,
549,49893.00000000,22.75793855,0.00000000,3.08615604,0.00000000,0.84130584,0.00000000,15.57239271,0.00000000,
550,49983.00000000,22.79167116,0.00000000,3.05246460,0.00000000,0.86919320,0.00000000,14.31869548,0.00000000,
551,50075.00000000,24.94558925,0.00000000,3.10245965,0.00000000,0.83860760,0.00000000,13.47148129,0.00000000,
552,50167.00000000,23.98982725,0.00000000,3.08385073,0.00000000,0.86837441,0.00000000,16.06185536,0.00000000,
553,50258.00000000,24.96348532,0.00000000,3.09881568,0.00000000,0.84193116,0.00000000,13.34475689,0.00000000,
554,50348.00000000,21.19913658,0.00000000,3.17509880,0.00000000,0.84313419,0.00000000,14.27077078,0.00000000,
555,50438.00000000,21.17587220,0.00000000,3.11837167,0.00000000,0.89455744,0.00000000,13.62095828,0.00000000,
556,50530.00000000,21.11209867,0.00000000,3.02490922,0.00000000,0.85651242,0.00000000,12.44613031,0.00000000,
557,50622.00000000,21.92935032,0.00000000,3.08576299,0.00000000,0.89466659,0.00000000,15.57048194,0.00000000,
558,50710.00000000,21.94632277,0.00000000,2.96573433,0.00000000,0.89494315,0.00000000,15.27491792,0.00000000,
559,50799.00000000,21.06294803,0.00000000,3.02083552,0.00000000,0.88268474,0.00000000,15.10291424,0.00000000,
560,50888.00000000,21.86013773,0.00000000,3.19674486,0.00000000,0.87346383,0.00000000,15.31522470,0.00000000,
561,50978.00000000,23.07513388,0.00000000,3.20007750,0.00000000,0.89478649,0.00000000,12.99792461,0.00000000,
562,51069.00000000,20.99590985,0.00000000,3.13283730,0.00000000,0.90314215,0.00000000,13.98523848,0.00000000,
563,51158.00000000,22.36424731,0.00000000,3.13800222,0.00000000,0.88442207,0.00000000,16.41612562,0.00000000,
564,51246.00000000,21.77573632,0.00000000,3.08765140,0.00000000,0.90271781,0.00000000,14.22743264,0.00000000,
565,51338.00000000,21.67646120,0.00000000,3.11647511,0.00000000,0.88117731,0.00000000,15.04983289,0.00000000,
566,51429.00000000,24.48682086,0.00000000,3.14479142,0.00000000,0.91166280,0.00000000,12.45833223,0.00000000,
567,51518.00000000,21.62857634,0.00000000,3.13706225,0.00000000,0.85926117,0.00000000,13.33402596,0.00000000,
568,51608.00000000,24.32021150,0.00000000,3.12827387,0.00000000,0.90369676,0.00000000,14.82197839,0.00000000,
569,51698.00000000,22.84145536,0.00000000,3.00867021,0.00000000,0.90290552,0.00000000,12.91852996,0.00000000,
570,51790.00000000,24.30414686,0.00000000,3.10592713,0.00000000,0.86491404,0.00000000,12.72493374,0.00000000,
571,51881.00000000,23.41437401,0.00000000,3.16669232,0.00000000,0.86314201,0.00000000,13.87787472,0.00000000,
572,51954.00000000,24.31085141,0.00000000,3.12429009,0.00000000,0.90717347,0.00000000,14.22077012,0.00000000,
573,52043.00000000,24.30031236,0.00000000,3.07802139,0.00000000,0.90002769,0.00000000,14.04278460,0.00000000,
574,52133.00000000,24.16821344,0.00000000,3.02157266,0.00000000,0.92414995,0.00000000,12.93524379,0.00000000,
575,52223.00000000,21.41589874,0.00000000,3.17862697,0.00000000,0.89239534,0.00000000,16.60701664,0.00000000,
576,52316.00000000,24.10799780,0.00000000,3.14833036,0.00000000,0.89881399,0.00000000,13.86863798,0.00000000,
577,52408.00000000,23.12875332,0.00000000,3.07768860,0.00000000,0.91028140,0.00000000,12.85645778,0.00000000,
578,52500.00000000,24.07832623,0.00000000,3.13446835,0.00000000,0.87668809,0.00000000,15.72433141,0.00000000,
579,52593.00000000,23.13169809,0.00000000,3.18358700,0.00000000,0.90196712,0.00000000,15.41689098,0.00000000,
580,52683.00000000,21.87523362,0.00000000,3.21335284,0.00000000,0.89850035,0.00000000,14.44187427,0.00000000,
581,52774.00000000,21.26403928,0.00000000,3.21638602,0.00000000,0.92868167,0.00000000,12.87152280,0.00000000,
582,52862.00000000,23.06116368,0.00000000,3.20524403,0.00000000,0.87853342,0.00000000,16.39552859,0.00000000,
583,52954.00000000,21.18786674,0.00000000,3.21026923,0.00000000,0.90727123,0.00000000,13.77164002,0.00000000,
584,53046.00000000,21.15325346,0.00000000,3.21008079,0.00000000,0.91115431,0.00000000,15.80337856,0.00000000,
585,53138.00000000,22.91461810,0.00000000,3.17652283,0.00000000,0.91617922,0.00000000,14.53247743,0.00000000,
586,53231.00000000,22.95473070,0.00000000,3.17683862,0.00000000,0.93138151,0.00000000,14.68552081,0.00000000,
587,53320.00000000,21.10750392,0.00000000,3.21730535,0.00000000,0.92942174,0.00000000,15.89595877,0.00000000,
588,53412.00000000,23.72622588,0.00000000,3.07093745,0.00000000,0.94216648,0.00000000,14.43443670,0.00000000,
589,53504.00000000,23.67703215,0.00000000,3.29502727,0.00000000,0.91192111,0.00000000,14.74375389,0.00000000,
590,53594.00000000,22.81219324,0.00000000,3.02747768,0.00000000,0.88716392,0.00000000,15.93831253,0.00000000,
591,53686.00000000,22.23546372,0.00000000,3.12031294,0.00000000,0.88446175,0.00000000,14.26098150,0.00000000,
592,53779.00000000,20.97273316,0.00000000,3.30043786,0.00000000,0.92495865,0.00000000,15.16139479,0.00000000,
593,53870.00000000,20.92918683,0.00000000,3.26488461,0.00000000,0.94320259,0.00000000,14.17402513,0.00000000,
594,53960.00000000,21.22338703,0.00000000,3.13768527,0.00000000,0.88575163,0.00000000,13.48650084,0.00000000,
595,54052.00000000,23.47412167,0.00000000,3.35417153,0.00000000,0.80651321,0.00000000,16.47690734,0.00000000,
596,54142.00000000,22.54059318,0.00000000,3.21152931,0.00000000,0.89377439,0.00000000,16.16748075,0.00000000,
597,54232.00000000,20.76827684,0.00000000,3.26079518,0.00000000,0.91513355,0.00000000,15.16017257,0.00000000,
598,54323.00000000,20.81747532,0.00000000,3.15927266,0.00000000,0.95230544,0.00000000,16.34757506,0.00000000,
599,54412.00000000,21.13506022,0.00000000,3.10901348,0.00000000,0.95333692,0.00000000,14.30207680,0.00000000,
600,54502.00000000,20.73585847,0.00000000,3.04649439,0.00000000,0.94829002,0.00000000,15.73263940,0.00000000,
601,54594.00000000,20.71480721,0.00000000,3.23722227,0.00000000,0.90694073,0.00000000,16.20615664,0.00000000,
602,54683.00000000,21.82902111,0.00000000,3.04544906,0.00000000,0.90302367,0.00000000,14.92866283,0.00000000,
603,54776.00000000,20.65615629,0.00000000,3.18654097,0.00000000,0.91029391,0.00000000,13.73138066,0.00000000,
604,54866.00000000,20.59047233,0.00000000,3.18240044,0.00000000,0.94603144,0.00000000,16.00210676,0.00000000,
605,54959.00000000,19.80696197,0.00000000,3.24207895,0.00000000,0.94844192,0.00000000,14.05358393,0.00000000,
606,55051.00000000,23.13965606,0.00000000,3.28214604,0.00000000,0.95506196,0.00000000,13.02713192,0.00000000,
607,55143.00000000,22.22938241,0.00000000,3.24598341,0.00000000,0.93567333,0.00000000,14.96122541,0.00000000,
608,55235.00000000,21.62464721,0.00000000,3.29749589,0.00000000,0.90319332,0.00000000,17.40150543,0.00000000,
609,55327.00000000,20.47839859,0.00000000,3.19933438,0.00000000,0.92197532,0.00000000,14.30257971,0.00000000,
610,55418.00000000,19.74931236,0.00000000,3.25970888,0.00000000,0.92175198,0.00000000,14.43948065,0.00000000,
611,55511.00000000,20.73881205,0.00000000,3.24783492,0.00000000,0.93195742,0.00000000,15.22750624,0.00000000,
612,55600.00000000,22.11390007,0.00000000,3.26834595,0.00000000,0.95858902,0.00000000,17.42593884,0.00000000,
613,55692.00000000,21.44553178,0.00000000,3.01995729,0.00000000,1.01357806,0.00000000,14.51337786,0.00000000,
614,55781.00000000,20.35820147,0.00000000,3.27814498,0.00000000,0.94368166,0.00000000,14.41352182,0.00000000,
615,55873.00000000,20.31377780,0.00000000,3.39105436,0.00000000,0.91407582,0.00000000,15.86141822,0.00000000,
616,55965.00000000,21.92802364,0.00000000,3.09437425,0.00000000,0.95717071,0.00000000,14.57928547,0.00000000,
617,56057.00000000,21.64020056,0.00000000,3.22157044,0.00000000,0.92155790,0.00000000,15.66752099,0.00000000,
618,56146.00000000,21.55564299,0.00000000,3.28589527,0.00000000,0.98265929,0.00000000,16.29984644,0.00000000,
619,56237.00000000,20.70539216,0.00000000,3.24229813,0.00000000,0.95061043,0.00000000,17.15209537,0.00000000,
620,56326.00000000,21.32495847,0.00000000,3.27441974,0.00000000,0.92150553,0.00000000,14.75233644,0.00000000,
621,56416.00000000,20.14653081,0.00000000,3.23672023,0.00000000,0.92841272,0.00000000,17.23348553,0.00000000,
622,56505.00000000,19.30768893,0.00000000,3.24488340,0.00000000,0.96840551,0.00000000,16.12664206,0.00000000,
623,56598.00000000,20.10046181,0.00000000,3.33780737,0.00000000,0.92318428,0.00000000,14.82541757,0.00000000,
624,56691.00000000,21.28972121,0.00000000,3.24881008,0.00000000,0.94178843,0.00000000,16.71480991,0.00000000,
625,56783.00000000,20.01161424,0.00000000,3.43269186,0.00000000,0.99343222,0.00000000,16.98224557,0.00000000,
626,56874.00000000,20.31812674,0.00000000,3.26291141,0.00000000,0.95892128,0.00000000,14.56267112,0.00000000,
627,56967.00000000,19.25203525,0.00000000,3.24357942,0.00000000,0.95989255,0.00000000,15.50520947,0.00000000,
628,57057.00000000,21.07432561,0.00000000,3.24575672,0.00000000,0.94858151,0.00000000,16.50275970,0.00000000,
629,57146.00000000,21.07875963,0.00000000,3.30811263,0.00000000,0.97054608,0.00000000,16.59617774,0.00000000,
630,57239.00000000,19.91715781,0.00000000,3.44016960,0.00000000,0.96890135,0.00000000,16.47623458,0.00000000,
631,57327.00000000,20.99023948,0.00000000,3.20178878,0.00000000,0.96929801,0.00000000,16.82688144,0.00000000,
632,57416.00000000,21.00679702,0.00000000,3.33008420,0.00000000,0.93264291,0.00000000,16.87367057,0.00000000,
633,57505.00000000,19.07348368,0.00000000,3.26488487,0.00000000,0.99073583,0.00000000,16.71482445,0.00000000,
634,57597.00000000,20.23051681,0.00000000,3.26571365,0.00000000,0.93176106,0.00000000,15.44147433,0.00000000,
635,57686.00000000,19.70025517,0.00000000,3.46138129,0.00000000,0.94347882,0.00000000,15.65924613,0.00000000,
636,57778.00000000,20.83311717,0.00000000,3.33525290,0.00000000,0.98178226,0.00000000,16.86730202,0.00000000,
637,57868.00000000,20.06207626,0.00000000,3.29715239,0.00000000,0.94264998,0.00000000,16.42157395,0.00000000,
638,57957.00000000,18.92619751,0.00000000,3.29068524,0.00000000,0.99137009,0.00000000,15.88750788,0.00000000,
639,58046.00000000,19.96172958,0.00000000,3.29194876,0.00000000,0.94923779,0.00000000,14.74872396,0.00000000,
640,58138.00000000,20.06624795,0.00000000,3.27807416,0.00000000,0.94099673,0.00000000,15.50920991,0.00000000,
641,58230.00000000,20.82279292,0.00000000,3.29521084,0.00000000,0.94647940,0.00000000,16.01839925,0.00000000,
642,58323.00000000,18.74794632,0.00000000,3.29978891,0.00000000,0.98341595,0.00000000,16.53284029,0.00000000,
643,58415.00000000,19.98968445,0.00000000,3.29187680,0.00000000,0.98384926,0.00000000,15.53019861,0.00000000,
644,58508.00000000,19.45561972,0.00000000,3.30995805,0.00000000,0.97823691,0.00000000,15.91997407,0.00000000,
645,58600.00000000,20.76588444,0.00000000,3.25798021,0.00000000,0.99779773,0.00000000,15.47913140,0.00000000,
646,58690.00000000,18.72508600,0.00000000,3.30990267,0.00000000,0.94977920,0.00000000,16.02422208,0.00000000,
647,58783.00000000,19.87552484,0.00000000,3.29320783,0.00000000,0.94426014,0.00000000,17.96567785,0.00000000,
648,58874.00000000,20.46987902,0.00000000,3.31491577,0.00000000,1.00231916,0.00000000,15.12978537,0.00000000,
649,58963.00000000,19.37886278,0.00000000,3.40081592,0.00000000,1.01726332,0.00000000,15.21726542,0.00000000,
650,59054.00000000,18.59807692,0.00000000,3.43668365,0.00000000,0.96054789,0.00000000,15.43299970,0.00000000,
651,59145.00000000,19.77815112,0.00000000,3.39130604,0.00000000,0.96249711,0.00000000,17.25620000,0.00000000,
652,59235.00000000,20.39371914,0.00000000,3.44668468,0.00000000,1.00007980,0.00000000,14.42557939,0.00000000,
653,59324.00000000,18.55180412,0.00000000,3.51770746,0.00000000,1.03053503,0.00000000,15.53616816,0.00000000,
654,59414.00000000,19.22440822,0.00000000,3.34935522,0.00000000,0.96691637,0.00000000,15.49497926,0.00000000,
655,59503.00000000,18.51956643,0.00000000,3.30930328,0.00000000,0.98836397,0.00000000,16.37373678,0.00000000,
656,59592.00000000,19.64160799,0.00000000,3.29531910,0.00000000,0.96664505,0.00000000,15.56543614,0.00000000,
657,59681.00000000,20.19406562,0.00000000,3.24149144,0.00000000,0.99638355,0.00000000,15.96784305,0.00000000,
658,59766.00000000,18.35533985,0.00000000,3.27748857,0.00000000,0.95584892,0.00000000,15.18812675,0.00000000,
659,59867.00000000,19.11399420,0.00000000,3.33566022,0.00000000,0.99056877,0.00000000,17.14025150,0.00000000,
660,59959.00000000,20.17238177,0.00000000,3.36635361,0.00000000,0.97415846,0.00000000,16.32282557,0.00000000,
661,60051.00000000,19.04288949,0.00000000,3.25118512,0.00000000,0.94964903,0.00000000,15.63527930,0.00000000,
662,60143.00000000,19.33042289,0.00000000,3.42813024,0.00000000,0.96773027,0.00000000,15.24180032,0.00000000,
663,60233.00000000,19.39230599,0.00000000,3.44468976,0.00000000,0.99745741,0.00000000,15.69527376,0.00000000,
664,60324.00000000,18.97149499,0.00000000,3.24078716,0.00000000,0.87811299,0.00000000,16.81526998,0.00000000,
665,60416.00000000,20.01398813,0.00000000,3.26258145,0.00000000,0.91643081,0.00000000,16.88037224,0.00000000,
666,60508.00000000,20.10225432,0.00000000,3.26300780,0.00000000,0.96406431,0.00000000,14.63318921,0.00000000,
667,60602.00000000,18.87161509,0.00000000,3.36905656,0.00000000,1.01444604,0.00000000,15.79605135,0.00000000,
668,60691.00000000,20.05009995,0.00000000,3.38206865,0.00000000,0.97554182,0.00000000,16.76686270,0.00000000,
669,60782.00000000,19.91282118,0.00000000,3.39477141,0.00000000,1.01413779,0.00000000,17.86868538,0.00000000,
670,60873.00000000,19.97685111,0.00000000,3.26636021,0.00000000,0.98325926,0.00000000,15.63572221,0.00000000,
671,60965.00000000,18.08785801,0.00000000,3.49611180,0.00000000,1.02941369,0.00000000,17.28827287,0.00000000,
672,61054.00000000,20.22259273,0.00000000,3.14132026,0.00000000,0.98038219,0.00000000,15.71292115,0.00000000,
673,61144.00000000,19.13531742,0.00000000,3.34607983,0.00000000,1.03470314,0.00000000,15.09549310,0.00000000,
674,61234.00000000,19.92784095,0.00000000,3.37091044,0.00000000,0.99024384,0.00000000,16.55799665,0.00000000,
675,61325.00000000,18.72934404,0.00000000,3.27439821,0.00000000,0.97632501,0.00000000,16.36587606,0.00000000,
676,61417.00000000,18.71354682,0.00000000,3.41375179,0.00000000,1.01998313,0.00000000,14.78672092,0.00000000,
677,61508.00000000,19.81451702,0.00000000,3.29161609,0.00000000,0.99182151,0.00000000,14.72161334,0.00000000,
678,61600.00000000,17.89446265,0.00000000,3.40228000,0.00000000,0.98382430,0.00000000,15.59507477,0.00000000,
679,61692.00000000,19.67290667,0.00000000,3.52126691,0.00000000,1.02234483,0.00000000,15.16182683,0.00000000,
680,61780.00000000,19.58769846,0.00000000,3.40284435,0.00000000,0.96236268,0.00000000,18.18766605,0.00000000,
681,61871.00000000,19.66705450,0.00000000,3.28954240,0.00000000,0.98487595,0.00000000,16.05429784,0.00000000,
682,61964.00000000,19.52921771,0.00000000,3.62425348,0.00000000,1.01574887,0.00000000,15.27248681,0.00000000,
683,62053.00000000,17.72746065,0.00000000,3.41152735,0.00000000,0.98530950,0.00000000,17.05585398,0.00000000,
684,62143.00000000,19.87156852,0.00000000,3.62671856,0.00000000,1.02389266,0.00000000,14.85254782,0.00000000,
685,62233.00000000,17.79885437,0.00000000,3.42760275,0.00000000,1.02239949,0.00000000,15.90269920,0.00000000,
686,62322.00000000,17.72164564,0.00000000,3.31006681,0.00000000,0.99219365,0.00000000,16.21479136,0.00000000,
687,62410.00000000,18.70546783,0.00000000,3.43171357,0.00000000,0.98421597,0.00000000,16.24093077,0.00000000,
688,62500.00000000,18.34851836,0.00000000,3.55655355,0.00000000,0.98961676,0.00000000,15.49833713,0.00000000,
689,62593.00000000,18.33004355,0.00000000,3.39681114,0.00000000,1.01004706,0.00000000,16.93307889,0.00000000,
690,62681.00000000,19.47255981,0.00000000,3.65760969,0.00000000,0.99705188,0.00000000,16.31623040,0.00000000,
691,62774.00000000,18.73558607,0.00000000,3.20325279,0.00000000,1.00340605,0.00000000,17.77766927,0.00000000,
692,62862.00000000,18.27238704,0.00000000,3.57978332,0.00000000,1.00781112,0.00000000,17.13526579,0.00000000,
693,62951.00000000,18.50941044,0.00000000,3.43981862,0.00000000,1.00234052,0.00000000,15.87625780,0.00000000,
694,63042.00000000,20.44156177,0.00000000,3.47529652,0.00000000,1.03361645,0.00000000,16.01206651,0.00000000,
695,63135.00000000,18.16700052,0.00000000,3.31679504,0.00000000,1.00528064,0.00000000,17.45720585,0.00000000,
696,63227.00000000,18.17834872,0.00000000,3.55846199,0.00000000,1.01136407,0.00000000,14.81569134,0.00000000,
697,63317.00000000,18.36902332,0.00000000,3.46258850,0.00000000,1.01549637,0.00000000,16.00127149,0.00000000,
698,63407.00000000,19.06034096,0.00000000,3.33667263,0.00000000,0.97900735,0.00000000,19.75551749,0.00000000,
699,63499.00000000,18.09819127,0.00000000,3.35530987,0.00000000,0.99893168,0.00000000,17.20084206,0.00000000,
700,63591.00000000,18.05634972,0.00000000,3.42292692,0.00000000,1.03586183,0.00000000,15.48424174,0.00000000,
701,63680.00000000,17.33843172,0.00000000,3.46098006,0.00000000,1.00364944,0.00000000,17.91862365,0.00000000,
702,63770.00000000,19.00430473,0.00000000,3.46399847,0.00000000,1.04278610,0.00000000,16.05839516,0.00000000,
703,63862.00000000,17.29451223,0.00000000,3.47556052,0.00000000,1.01110011,0.00000000,17.27367372,0.00000000,
704,63950.00000000,17.32860841,0.00000000,3.36272688,0.00000000,1.01629037,0.00000000,19.65366831,0.00000000,
