;produkt;produkt;produkt;produkt;silan;silan;silan;heksen;heksen;heksen;heksen;heksen;all;product sum;silane sum;hexene sum
czas (s);Integral(3,343730,3,256018);Integral(3,722376,3,681636);Integral(3,756886,3,722376);Integral(4,078496,3,994139);Integral(3,406997,3,343730);Integral(3,832615,3,756886);Integral(6,564104,6,422073);Integral(3,679897,3,599926);Integral(4,129027,4,079348);Integral(4,857709,4,668059);Integral(7,838666,7,616258);Integral(8,647265,8,440374);Integral(10,387961,2,952301);;;
4515;676,018;283,645;420,33;402,561;129,382;511,681;-1,55509;178,491;419,642;54,8408;40,1786;6,20026;7278,62;1782,554;639,50791;699,35266
4520;678,983;286,713;423,248;407,272;125,236;501,88;-1,53439;182,657;415,971;54,0841;39,9217;5,49677;7274,96;1796,216;625,58161;698,13057
4525;685,339;290,726;424,536;409,784;122,412;494,033;-1,4843;191,75;411,2;50,7472;41,5162;7,40112;7292,55;1810,385;614,9607;702,61452
4530;680,538;286,752;424,335;406,443;126,732;503,353;-1,53677;181,459;415,433;53,4195;40,309;5,876;7284,79;1798,068;628,54823;696,4965
4535;677,122;284,532;421,453;403,187;128,637;509,686;-1,63944;178,452;418,966;54,1742;40,1675;6,18059;7279,9;1786,294;636,68356;697,94029
4540;675,149;283,188;418,169;402,001;129,497;514,8;-1,62475;175,896;420,411;55,1493;40,3151;6,60693;7277,24;1778,507;642,67225;698,37833
4545;685,19;290,291;422,82;409,151;122,884;496,49;-1,5883;191,715;411,902;50,9746;40,888;7,0677;7292,3;1807,452;617,7857;702,5473
4550;688,44;292,26;427,755;411,213;121,488;488,208;-1,62473;193,156;408,482;49,3727;41,5474;7,58649;7294,19;1819,668;608,07127;700,14459
4555;678,861;286,145;422,47;406,262;126,5;505,754;-1,59355;180,787;417,939;54,3654;39,8167;5,04638;7281,48;1793,738;630,66045;697,95448
4560;687,739;292,391;424,648;410,96;120,726;489,812;-1,53644;194,384;409,437;49,7772;41,3491;7,58617;7289,6;1815,738;609,00156;702,53347
4565;677,097;284,49;421,637;403,875;127,909;508,834;-1,6021;178,136;419,098;54,9026;40,0009;5,55856;7275,07;1787,099;635,1409;697,69606
4570;678,954;285,602;423,391;405,802;126,404;505,299;-1,65616;180,453;417,434;54,3107;39,7114;5,35663;7278,15;1793,749;630,04684;697,26573
4575;678,427;285,162;423,675;404,757;127,361;505,586;-1,62822;179,34;417,861;54,0994;39,8025;5,49043;7276,13;1792,021;631,31878;696,59333
4580;677,701;286,244;419,48;405,47;125,749;508,087;-1,84582;179,603;419,127;54,9024;40,1718;6,43805;7275,65;1788,895;631,99018;700,24225
4585;679,218;285,254;423,839;404,694;127,303;505,881;-1,77989;179,751;418,431;53,8082;39,9838;5,46318;7280,42;1793,005;631,40411;697,43718
4590;684,615;288,946;425,209;406,327;124,779;497,421;-1,67487;187,392;412,812;50,3993;40,8788;7,0628;7285,56;1805,097;620,52513;698,5449
4595;685,728;290,452;425,283;409,879;122,449;493,617;-1,74815;189,542;411,512;50,7538;40,7012;7,08619;7285,6;1811,342;614,31785;699,59519
4600;681,27;287,554;423,779;406,881;124,776;501,239;-1,78696;182,581;415,443;53,1425;39,9135;5,70897;7275,96;1799,484;624,22804;696,78897
4605;686,964;291,268;424,919;409,673;121,984;493,699;-1,74566;191,263;411,662;50,6256;41,0934;7,52759;7291,27;1812,824;613,93734;702,17159
4610;679,843;285,39;423,312;403,811;127,655;506,525;-1,75717;180,654;418,054;53,2126;39,901;5,66467;7278,45;1792,356;632,42283;697,48627
4615;687,041;290,995;425,906;410,263;121,623;492,281;-1,69966;190,735;410,933;50,3485;40,7301;7,34968;7287,56;1814,205;612,20434;700,09628
4620;681,116;286,866;424,382;406,532;124,968;501,555;-1,8203;182,672;416,105;53,0074;39,7088;5,54545;7274,61;1798,896;624,7027;697,03865
4625;678,266;285,5;422,515;404,364;126,843;507,259;-1,83757;179,064;419,447;54,2293;39,5098;5,24801;7277,97;1790,645;632,26443;697,49811
4630;677,575;284,011;422,919;403,491;128,309;509,274;-1,76578;176,371;419,865;54,1361;39,3865;5,49084;7274,78;1787,996;635,81722;695,24944
4635;678,058;284,668;421,727;404,635;127,339;509,296;-1,89093;176,332;419,375;54,3297;39,7585;5,86499;7276,81;1789,088;634,74407;695,66019
4640;686,473;289,962;425,515;408,167;123,112;495,322;-1,7938;188,991;412,526;50,1358;40,8052;7,23653;7288,57;1810,117;616,6402;699,69453
4645;687,104;291,208;425,031;410,759;121,638;494,234;-1,89535;189,312;411,572;50,6731;40,5056;6,68052;7290,04;1814,102;613,97665;698,74322
4650;680,006;285,277;424,966;404,999;126,987;505,521;-1,96106;179,352;418,327;53,576;39,315;5,32662;7281,22;1795,248;630,54694;695,89662
4655;687,221;290,789;425,225;409,217;122,185;494,268;-1,98896;189,925;412,288;50,0575;40,3936;7,03318;7289,18;1812,452;614,46404;699,69728
4660;685,407;289,143;426,131;407,435;123,57;496,058;-1,87168;188,035;413,07;50,2862;40,3231;6,99463;7285,84;1808,116;617,75632;698,70893
4665;681,115;285,947;424,192;405,748;126,342;505,2;-1,9621;177,409;417,455;53,6113;39,1312;5,32155;7277,24;1797,002;629,5799;692,92805
4670;680,709;286,704;422,551;405,253;125,75;506,043;-1,8543;180,429;418,147;53,5502;39,4116;5,26417;7280,12;1795,217;629,9387;696,80197
4675;682,231;287,257;424,449;406,871;124,79;501,614;-1,89002;182,388;416,301;53,0022;39,5305;5,56999;7278,75;1800,808;624,51398;696,79169
4680;687,554;291,107;425,14;408,686;122,077;494,408;-1,94013;190,106;412,431;49,6442;40,8269;7,50174;7290,23;1812,487;614,54487;700,50984
4685;679,57;285,527;423,096;405,132;126,356;507,059;-1,99093;177,016;419,437;54,1799;39,0961;4,82782;7273,15;1793,325;631,42407;694,55682
4690;677,973;284,348;422,067;402,33;128,148;511,405;-1,93056;175,683;421,499;53,8379;39,7474;5,69869;7279,83;1786,718;637,62244;696,46599
4695;687,299;290,938;426,206;409,89;121,14;493,432;-2,05387;189,339;412,32;50,2131;40,2675;6,7005;7287,46;1814,333;612,51813;698,8401
4700;688,273;291,959;425,36;410,473;120,746;492,126;-1,964;190,263;411,495;49,9244;40,5981;7,08244;7285,17;1816,065;610,908;699,36294
4705;688,197;290,8;425,193;409,38;122,307;495,432;-2,00709;188,941;412,529;49,8373;40,2683;7,11388;7290,89;1813,57;615,73191;698,68948
4710;682,024;286,439;424,538;406,473;125,834;504,525;-2,12516;178,721;417,721;53,241;39,2679;5,4112;7280,35;1799,474;628,23384;694,3621
4715;680,25;285,944;423,772;405,355;125,8;505,498;-2,0402;178,906;419,259;53,7295;39,3441;4,94722;7274,15;1795,321;629,2578;696,18582
4720;681,549;286,467;423,926;405,823;125,187;503,617;-2,08784;180,222;417,399;53,1196;39,4027;5,27307;7273,95;1797,765;626,71616;695,41637
4725;681,43;286,534;423,49;406,134;125,033;504,936;-2,11407;179,883;418,607;53,3741;38,9514;5,25805;7278,14;1797,588;627,85493;696,07355
4730;688,516;292,808;426,014;411,529;119,43;490,877;-1,97318;189,657;411,376;50,1603;40,296;6,84693;7286,61;1818,867;608,33382;698,33623
4735;682,21;286,794;423,897;406,36;125,327;504,417;-2,16271;180,012;418,063;53,0943;39,119;5,28244;7279,62;1799,261;627,58129;695,57074
4740;680,866;286,504;419,799;405,674;125,054;508,226;-2,1471;179,346;418,169;53,2653;39,0834;4,84735;7273,65;1792,843;631,1329;694,71105
4745;680,697;285,831;421,155;405,583;125,968;509,209;-2,26743;178,225;419,453;53,9017;38,9581;4,79454;7277,84;1793,266;632,90957;695,33234
4750;681,973;286,119;422,026;404,251;126,629;508,385;-2,19984;179,679;419,057;52,4708;39,2704;5,20807;7280,64;1794,369;632,81416;695,68527
4755;688,488;291,041;426,28;409,559;121,325;493,746;-2,06148;189,687;412,741;49,5669;40,335;7,27955;7289,54;1815,368;613,00952;699,60945
4760;680,582;285,441;423,818;403,355;126,384;506,245;-2,06075;180,353;419,806;52,6314;38,9773;5,32557;7274,99;1793,196;630,56825;697,09327
4765;681,693;286,909;425,011;406,41;124,602;503,693;-2,07882;180,007;418,56;52,9695;38,865;5,03463;7279,49;1800,023;626,21618;695,43613
4770;688,273;291,536;426,951;410,089;120,95;493,393;-2,12797;188,431;412,89;50,4404;39,8979;6,23476;7287,99;1816,849;612,21503;697,89406
4775;682,578;288,146;424,463;408,28;122,592;500,747;-2,34866;182,374;417,839;53,3118;38,9897;5,02268;7276,82;1803,467;620,99034;697,53718
4780;681,44;286,536;421,831;405,454;125,282;506,984;-2,26945;179,255;419,266;53,3476;39,1758;5,16895;7275,84;1795,261;629,99655;696,21335
4785;680,644;285,632;421,868;405,464;125,795;508,626;-2,14278;176,122;419,682;53,8784;39,0562;5,41975;7275,11;1793,608;632,27822;694,15835
4790;681,734;286,472;422,618;404,831;125,729;507,969;-2,24651;178,036;420,347;53,4475;39,0829;5,05579;7281,6;1795,655;631,45149;695,96919
4795;689,531;292,293;426,345;410,65;119,946;492,112;-2,21818;190,333;411,941;49,8342;40,1136;6,71357;7289,83;1818,819;609,83982;698,93537
4800;687,903;291,017;426,195;408,497;121,498;494,901;-2,30464;189,131;413,521;49,3711;40,207;7,09224;7290,17;1813,612;614,09436;699,32234
4805;680,113;285,854;421,892;404,164;125,882;509,044;-2,19093;177,057;421,056;53,4763;39,0275;5,53881;7277,96;1792,023;632,73507;696,15561
4810;683,623;287,717;425,215;406,868;124,282;502,404;-2,28274;182,57;417,828;52,3278;39,0333;5,20933;7286,72;1803,423;624,40326;696,96843
4815;683,17;287,343;424,743;405,13;125,262;504,074;-2,32469;180,043;418,058;51,9704;38,7942;5,36625;7280,6;1800,386;627,01131;694,23185
4820;687,653;291,998;422,808;409,348;119,991;496,259;-2,28879;190,176;414,359;49,7207;39,9271;6,65066;7288,03;1811,807;613,96121;700,83346
4825;684,708;288,614;420,982;407,545;123,388;504,661;-2,2053;183,315;417,01;52,1565;39,109;6,02241;7282,79;1801,849;625,8437;697,61291
4830;689,165;292,131;426,217;410,209;120,848;494,069;-2,1901;188,401;412,362;49,8748;39,8544;6,43103;7289,75;1817,722;612,7269;696,92323
4835;680,904;286,644;422,854;405,208;124,572;506,688;-2,34917;179,511;420,262;53,3771;38,5685;4,66892;7276,34;1795,61;628,91083;696,38752
4840;687,577;289,827;427,68;407,914;122,381;495,478;-2,20709;186,324;413,589;49,1943;39,7517;6,94404;7286,91;1812,998;615,65191;695,80304
4845;683,337;287,928;425,459;407,415;123,497;501,872;-2,30821;181,439;417,647;52,3321;39,0191;5,47762;7283,08;1804,139;623,06079;695,91482
4850;682,893;287,365;424,059;405,857;124,39;503,586;-2,355;180,759;418,322;51,9753;39,099;5,15539;7279,11;1800,174;625,621;695,31069
4855;682,684;288,456;422,682;408,394;122,508;503,688;-2,42407;179,744;418,626;53,4461;38,6304;5,14332;7276,37;1802,216;623,77193;695,58982
4860;688,37;291,683;426,362;409,336;120,718;494,108;-2,3353;187,377;413,194;48,9959;39,8086;7,00333;7288,65;1815,751;612,4907;696,37883
4865;683,546;288,33;425,424;407,531;123,639;501,953;-2,4539;179,927;417,57;52,2542;38,5683;5,10573;7281,1;1804,831;623,1381;693,42523
4870;679,264;285,096;420,52;403,242;126,682;512,639;-2,34913;175,643;422,697;53,7289;39,0422;5,86443;7280,08;1788,122;636,97187;696,97553
4875;681,649;287,115;423,928;405,751;124,251;504,598;-2,52053;179,478;419,72;52,5452;38,5412;4,79532;7275,95;1798,443;626,32847;695,07972
4880;688,233;291,684;425,893;409,347;120,308;493,985;-2,39476;188,958;413,56;49,1731;39,9669;6,7208;7286,99;1815,157;611,89824;698,3788
4885;689,948;292,979;426,33;410,864;119,451;492,671;-2,45037;189,046;412,588;49,4948;39,7893;6,78199;7290,79;1820,121;609,67163;697,70009
4890;681,294;286,182;424,176;404,719;125,308;506,575;-2,48912;177,835;420,735;52,8323;38,2632;4,2681;7275,14;1796,371;629,39388;693,9336
4895;684,798;289,445;424,031;406,97;122,631;501,515;-2,36136;182,659;417,679;51,5804;39,1308;5,59737;7281,2;1805,244;621,78464;696,64657
4900;678,638;285,258;420,999;403,371;125,863;511,031;-2,53147;176,014;422,684;53,4239;38,4558;5,16337;7274,22;1788,266;634,36253;695,74107
4905;691,038;293,81;426,59;412,663;118,052;490,072;-2,46973;190,562;411,628;49,1296;39,8033;6,55928;7292,14;1824,101;605,65427;697,68218
4910;686,316;290,113;425,16;409,312;121,122;498,521;-2,43052;184,6;416,353;51,2839;38,9659;5,42248;7285,09;1810,901;617,21248;696,62528
4915;680,58;285,363;422,721;403,822;125,862;509,73;-2,5456;175,612;421,541;53,2081;38,6173;4,99724;7276,03;1792,486;633,0464;693,97564
4920;690,778;294,622;426,099;412,556;117,465;488,817;-2,42434;191,2;411,338;48,7453;39,8044;6,73966;7286,69;1824,055;603,85766;697,82736
4925;679,643;285,51;420,91;404,416;125,171;511,204;-2,55629;176,617;422,654;53,4491;38,6919;5,81384;7280,77;1790,479;633,81871;697,22584
4930;684,769;289,394;424,225;407,633;122,225;502,092;-2,51649;182,052;418,281;51,8199;38,8909;5,20046;7285,52;1806,021;621,80051;696,24426
4935;690,275;292,972;427,076;410,728;118,727;491,183;-2,43467;191,226;413,395;48,676;39,918;6,6309;7291,97;1821,051;607,47533;699,8459
4940;691,178;294,235;424,897;412,415;117,745;491,094;-2,54178;191,56;412,146;49,323;39,551;6,68887;7288,67;1822,725;606,29722;699,26887
4945;691,15;294,125;426,233;412,56;117,904;490,91;-2,5508;190,368;412,916;49,1517;39,5446;6,76614;7294,49;1824,068;606,2632;698,74644
4950;690,368;292,547;425,399;409,916;119,344;494,201;-2,57631;190,173;414,429;48,8287;39,7318;6,78119;7293,04;1818,23;610,96869;699,94369
4955;684,033;287,086;425,461;404,789;124,75;504,632;-2,5582;179,62;419,018;51,6755;38,5676;5,22199;7280,78;1801,369;626,8238;694,10309
4960;681,642;286,546;421,571;405,765;124,45;508,111;-2,69987;175,691;420,833;53,2106;38,498;5,59211;7271,41;1795,524;629,86113;693,82471
4965;686,803;290,503;424,363;409,101;121,248;499,77;-2,62764;182,759;416,828;51,1236;38,8262;5,11783;7284,75;1810,77;618,39036;694,65463
4970;681,952;287,291;421,612;405,781;123,586;508,735;-2,645;176,524;421,769;53,0779;38,6061;5,44437;7279,18;1796,636;629,676;695,42137
4975;682,769;287,456;422,9;405,693;123,915;506,791;-2,59496;177,642;421,039;52,6369;38,2879;5,2014;7278,84;1798,818;628,11104;694,8072
4980;682,57;287,664;421,429;406,049;122,997;507,366;-2,71984;177,305;420,285;53,0774;38,3189;5,01958;7273,29;1797,712;627,64316;694,00588
4985;684,405;288,659;425,832;407,291;122,414;501,528;-2,67432;180,978;418,833;51,9918;38,4305;4,79346;7281,51;1806,187;621,26768;695,02676
4990;682,375;287,417;423,827;406,637;122,978;505,527;-2,6661;177,884;421,05;53,3251;38,3042;5,00575;7279,04;1800,256;625,8389;695,56905
4995;689,659;293,021;426,627;410,145;118,506;492,129;-2,53972;189,027;414,81;48,8942;39,4495;6,56969;7287,46;1819,452;608,09528;698,75039
