;produkt;produkt;produkt;produkt;silan;silan;silan;heksen;heksen;heksen;heksen;heksen;all;product sum;silane sum;hexene sum
czas (s);Integral(3,343730,3,256018);Integral(3,722376,3,681636);Integral(3,756886,3,722376);Integral(4,078496,3,994139);Integral(3,406997,3,343730);Integral(3,832615,3,756886);Integral(6,564104,6,422073);Integral(3,679897,3,599926);Integral(4,129027,4,079348);Integral(4,857709,4,668059);Integral(7,838666,7,616258);Integral(8,647265,8,440374);Integral(10,387961,2,952301);;;
1750;241,085;115,149;288,919;254,855;402,371;589,897;77,3255;306,481;193,761;196,711;174,83;71,7834;7016,64;900,008;1069,5935;943,5664
1755;226,221;111,251;281,88;251,325;406,507;605,73;76,9411;295,659;200,06;197,697;173,426;71,1907;6991,77;870,677;1089,1781;938,0327
1760;228,637;111,272;285,273;253,2;404,088;600,476;76,7634;296,814;198,894;197,457;173,009;71,1457;6987,02;878,382;1081,3274;937,3197
1765;232,582;112,491;287,17;253,967;403,303;597,963;76,9136;298,414;198,172;197,028;173,282;70,4309;7000,49;886,21;1078,1796;937,3269
1770;237,605;114,071;289,195;255,818;400,422;591,84;76,8649;301,495;196,84;196,697;173,167;70,7299;6999,06;896,689;1069,1269;938,9289
1775;235,105;113,125;288,424;254,564;400,968;593,654;76,5248;298,029;197,965;196,082;172,222;70,119;6986,8;891,218;1071,1468;934,417
1780;232,032;112,319;286,232;253,594;401,343;596,639;76,2861;295,456;199,256;195,688;171,422;70,1585;6970,42;884,177;1074,2681;931,9805
1785;237,71;113,796;288,706;254,295;399,941;591,585;76,2734;299,219;197,984;194,673;171,443;69,7216;6977,71;894,507;1067,7994;933,0406
1790;235,187;112,809;287,542;253,911;400,677;595,8;75,9406;296,474;199,847;194,428;170,818;69,1607;6976,59;889,449;1072,4176;930,7277
1795;244,916;114,97;291,136;255,038;397,325;586,212;75,9838;301,532;196,941;192,636;171,101;70,055;6980,05;906,06;1059,5208;932,265
1800;236,22;113,758;287,204;255,199;398,639;594,482;75,6879;294,726;201,338;194,026;170,202;69,0323;6962,47;892,381;1068,8089;929,3243
1805;237,458;113,272;288,783;255,554;397,711;593,794;75,6034;295,303;201,445;193,762;170,511;69,3484;6969,53;895,067;1067,1084;930,3694
1810;238,511;113,167;289,168;255,833;396,741;592,406;75,3664;294,678;201,359;192,979;170,096;69,045;6965,76;896,679;1064,5134;928,157
1815;234,397;112,342;285,912;254,568;397,919;597,15;75,2648;291,725;203,475;192,682;169,34;69,3417;6951,52;887,219;1070,3338;926,5637
1820;239,76;112,756;288,249;255,247;395,122;591,672;74,8783;294,271;202,014;191,469;168,044;67,4169;6936,34;896,012;1061,6723;923,2149
1825;241,45;113,342;288,535;255,499;394,459;591,805;74,7663;294,522;202,425;190,793;167,499;67,5458;6937,51;898,826;1061,0303;922,7848
1830;242,257;113,522;286,893;254,864;394,318;592,412;74,4891;295,056;203,076;190,15;167,158;67,3064;6931,27;897,536;1061,2191;922,7464
1835;239,29;111,911;285,495;254,769;394,736;596,5;74,1842;291,911;205,211;190,057;166,562;67,6517;6924,03;891,465;1065,4202;921,3927
1840;241,56;112,539;286,709;254,722;393,795;595,238;74,0453;291,766;205,72;189,595;166,096;67,0283;6924,44;895,53;1063,0783;920,2053
1845;255,525;116,742;292,744;258,908;389,537;581,881;74,1916;301,8;202,056;187,396;166,905;68,3335;6953,52;923,919;1045,6096;926,4905
1850;250,877;115,792;290,284;257,91;390,324;587,339;73,7388;296,801;204,728;187,46;165,558;67,2824;6938,93;914,863;1051,4018;921,8294
1855;253,674;117,351;291,129;259,274;387,531;584,335;73,469;297,038;204,986;186,999;165,267;66,796;6940,57;921,428;1045,335;921,086
1860;247,181;112,815;291,123;258,12;389,006;591,662;72,9936;290,62;208,819;186,667;164,239;66,9158;6932,03;909,239;1053,6616;917,2608
1865;251,46;113,173;292,68;258,106;389,758;590,73;72,8936;293,547;209,161;185,878;164,271;66,9571;6944,83;915,419;1053,3816;919,8141
1870;251,103;112,519;293,363;259,879;390,373;593,022;72,973;293,417;211,713;186,257;164,511;66,6785;6952,47;916,864;1056,368;922,5765
1875;255,768;113,716;295,839;260,779;386,838;586,726;72,5376;294,482;209,957;184,832;163,036;65,7686;6933,23;926,102;1046,1016;918,0756
1880;257,904;114,947;295,875;260,164;385,42;584,582;72,3143;293,174;209,734;183,119;162,275;65,6503;6919,4;928,89;1042,3163;913,9523
1885;258,615;112,577;297,878;263,288;385,011;585,531;71,9452;294,169;211,103;183,623;161,627;64,68;6912,93;932,358;1042,4872;915,202
1890;253,976;111,186;295,662;261,56;386,207;591,295;71,6651;289,41;214,094;183,104;160,769;65,3994;6902,08;922,384;1049,1671;912,7764
1895;257,862;112,519;297,565;263,676;384,13;589,255;71,476;290,199;214,211;182,758;160,112;64,242;6907,59;931,622;1044,861;911,522
1900;258,308;112,336;297,785;263,635;383,729;589,765;71,1798;288,734;215,396;181,982;159,443;64,3286;6902,85;932,064;1044,6738;909,8836
1905;259,765;112,46;297,869;264,018;385,031;592,656;71,0633;290,125;217,891;181,621;159,66;64,0862;6921,93;934,112;1048,7503;913,3832
1910;262,305;113,114;298,871;264,632;381,262;586,783;70,2529;289,352;216,859;180,154;157,461;62,2165;6889,18;938,922;1038,2979;906,0425
1915;262,446;113,382;297,716;263,689;380,508;587,886;69,9563;287,621;218,374;179,036;156,474;61,9021;6874,95;937,233;1038,3503;903,4071
1920;267,476;114,509;302,204;266,633;379,857;586,899;69,9689;289,268;219,187;178,755;156,483;61,8885;6906,51;950,822;1036,7249;905,5815
1925;266,904;114,932;300,978;266,262;380,086;590,249;69,6599;287,191;221,684;178,771;156,273;62,2474;6903,84;949,076;1039,9949;906,1664
1930;271,409;116,253;303,207;268,408;377,404;585,87;69,3668;288,891;221,235;177,658;154,867;61,1251;6896,41;959,277;1032,6408;903,7761
1935;273,291;117,609;303,282;268,631;376,256;585,745;69,2184;288,262;222,175;177,361;154,471;60,7924;6894,94;962,813;1031,2194;903,0614
1940;277,223;119,164;305,568;270,613;373,324;581,067;68,8212;289,32;222,43;176,264;154,183;60,8328;6894,05;972,568;1023,2122;903,0298
1945;278,736;119,367;306,922;270,625;372,697;581,682;68,3933;286,402;223,112;175,312;153,291;59,85;6896,15;975,65;1022,7723;897,967
1950;276,404;118,794;302,91;268,152;370,592;581,823;67,6829;282,54;224,201;173,511;151,508;59,9062;6850,37;966,26;1020,0979;891,6662
1955;277,722;119,329;303,32;268,685;368,751;579,863;67,2055;282,17;225,335;172,714;150,62;59,5957;6836,86;969,056;1015,8195;890,4347
1960;286,66;122,126;307,791;271,573;365,845;573,479;67,0857;286,008;223,554;171,13;150,588;59,6762;6857,97;988,15;1006,4097;890,9562
1965;293,147;125,332;310,361;274,24;366,154;572,995;67,2214;289,985;224,879;170,457;151,561;60,4999;6904,07;1003,08;1006,3704;897,3819
1970;289,223;123,787;309,933;274,605;366,271;579,675;66,6108;284,175;228,543;171,541;149,675;58,8534;6898,94;997,548;1012,5568;892,7874
1975;292,203;124,744;311,166;275,963;364,763;577,456;66,3908;284,362;229,56;170,64;149,272;58,678;6899,54;1004,076;1008,6098;892,512
1980;286,443;122,769;308,589;273,682;366,126;584,885;65,8708;279,179;233,77;170,491;148,611;59,4739;6892,21;991,483;1016,8818;891,5249
1985;296,469;126,324;312,816;276,301;362,586;576,473;65,4312;284,266;231,639;168,432;147,897;57,9921;6905,9;1011,91;1004,4902;890,2261
1990;292,52;125,988;310,184;276,305;363,512;583,367;65,1914;279,531;236,177;168,791;147,712;58,6767;6914,33;1004,997;1012,0704;890,8877
1995;294,08;126,894;308,879;276,186;362,316;584,059;64,6466;278,087;237,749;167,92;146,425;58,2356;6906,17;1006,039;1011,0216;888,4166
2000;296,202;127,569;309,168;277,535;360,4;583,259;64,3213;277,608;239,246;166,995;146,18;58,5203;6903,33;1010,474;1007,9803;888,5493
2005;302,696;128,88;314,333;280,055;356,757;577,268;63,7199;279,135;238,523;165,847;144,436;56,7129;6902,6;1025,964;997,7449;884,6539
2010;305,985;130,012;315,928;280,892;354,821;575,29;63,227;279,503;239,205;164,568;143,187;55,2368;6897,98;1032,817;993,338;881,6998
2015;306,378;130,306;315,435;280,912;354,306;576,943;62,9511;278,19;241,693;164,197;142,714;55,6125;6899,52;1033,031;994,2001;882,4065
2020;305,187;131,066;312,863;280,504;353,724;580,742;62,4932;273,276;244,501;163,233;142,424;56,4647;6894,84;1029,62;996,9592;879,8987
2025;311,906;133,01;316,383;282,494;350,692;575,569;61,899;275,565;243,783;161,997;141,007;54,8829;6900,54;1043,793;988,16;877,2349
2030;315,557;135,012;316,82;284,069;348,087;572,878;61,4366;276,933;244,75;161,194;140,15;54,2161;6896,62;1051,458;982,4016;877,2431
2035;314,351;135,534;315,245;283,904;347,257;575,941;61,0006;273,921;247,803;160,682;139,673;54,681;6893,55;1049,034;984,1986;876,76
2040;312,375;134,461;314,203;282,38;348,445;581,223;60,335;267,921;250,909;159,623;139,052;55,6248;6892,77;1043,419;990,003;873,1298
2045;317,954;137,288;315,317;284,733;344,892;576,62;59,9856;270,907;251,082;158,671;138,121;54,6621;6890,49;1055,292;981,4976;873,4431
2050;323,425;139,044;318,311;286,704;341,149;571,828;59,3233;271,002;250,415;157,117;136,526;52,4609;6882,45;1067,484;972,3003;867,5209
2055;334,525;143,522;322,206;290,481;335,27;559,5;58,9018;275,924;246,934;154,64;135,52;52,1076;6876,23;1090,734;953,6718;865,1256
2060;320,38;138,76;311,452;282,395;333,379;564,468;57,2931;261,388;250,529;152,804;132,336;51,3826;6748,42;1052,987;955,1401;848,4396
2065;332,504;143,138;319,309;287,778;333,296;562,871;57,6421;268,096;251,571;152,422;132,404;50,2675;6822,49;1082,729;953,8091;854,7605
2070;320,958;138,878;307,606;279,198;324,147;552,875;55,4087;256,019;248,581;147,53;128,364;49,9912;6622,44;1046,64;932,4307;830,4852
2075;331,674;141,942;316,28;285,03;321,77;547,885;55,3378;261,138;248,786;147,493;127,722;48,0709;6668,75;1074,926;924,9928;833,2099
2080;340,56;145,644;324,779;291,611;328,78;563,101;56,1651;264,762;257,515;150,069;129,984;49,1423;6832,2;1102,594;948,0461;851,4723
2085;343,34;147,376;325,326;293,595;328,1;565,275;55,8931;264,173;260,666;150,055;129,812;49,7081;6852,63;1109,637;949,2681;854,4141
2090;348,43;148,646;327,088;294,86;325,421;562,557;55,3216;264,882;261,179;148,795;128,381;48,3638;6851,72;1119,024;943,2996;851,6008
2095;346,56;148,48;324,446;293,767;326,162;569,463;54,8604;260,114;265,855;148,246;128,315;49,8741;6858,73;1113,253;950,4854;852,4041
2100;354,464;151,318;329,389;297,991;321;560,552;54,207;262,752;264,088;147,078;126,825;47,402;6859,87;1133,162;935,759;848,145
2105;363,322;154,828;333,851;302,314;316,446;552,567;53,7744;266,977;262,609;145,773;126,419;47,3025;6874,96;1154,315;922,7874;849,0805
2110;364,129;155,624;334,447;302,936;314,998;553,937;53,1234;263,743;265,124;144,873;125,353;46,6518;6875,96;1157,136;922,0584;845,7448
2115;363,337;155,156;333,077;301,748;315,494;559,225;52,5449;259,887;269,14;144,402;124,898;46,9389;6881,42;1153,318;927,2639;845,2659
2120;365,201;156,872;331,171;302,367;314,432;561,362;52,1306;258,429;271,957;143,394;124,157;47,4118;6887,39;1155,611;927,9246;845,3488
2125;372,899;160,378;335,387;306,4;309,753;553,833;51,5183;261,198;270,817;142,303;122,716;45,2996;6893,27;1175,064;915,1043;842,3336
2130;372,247;160,48;333,956;306,137;309,188;557,998;50,9724;257,255;274,206;141,669;122,484;46,6044;6896,5;1172,82;918,1584;842,2184
2135;375,338;161,71;335,483;307,429;306,922;555,775;50,3592;256,409;275,369;140,54;121,372;45,8551;6893,67;1179,96;913,0562;839,5451
2140;391,425;167,755;343,202;312,636;299,596;537,729;49,7751;266,54;269,028;136,763;120,743;45,4029;6908,16;1215,018;887,1001;838,4769
2145;382,091;164,661;338,453;309,592;303,011;553,299;49,1735;255,838;278,322;138,54;119,793;44,843;6902,05;1194,797;905,4835;837,336
2150;385,444;165,794;339,65;310,864;301,02;552,79;48,5773;252,789;279,435;137,484;118,205;43,766;6903,24;1201,752;902,3873;831,679
2155;393,21;169,326;342,6;314,662;296,28;545,895;48,0261;256,998;278,489;135,896;117,423;42,6575;6908,67;1219,798;890,2011;831,4635
2160;395,383;170,859;342,866;316,914;293,996;545,201;47,5635;255,771;280,486;135,128;116,812;43,2109;6912,07;1226,022;886,7605;831,4079
2165;397,199;171,115;343,653;316,987;293,082;547,256;46,9443;253,964;283,074;134,304;115,705;42,6204;6918,81;1228,954;887,2823;829,6674
2170;397,053;171,912;341,754;316,72;292,891;551,864;46,3993;249,1;286,791;133,913;115,328;43,5312;6922,61;1227,439;891,1543;828,6632
2175;404,815;174,748;345,763;320,074;288,423;544,1;45,8206;252,987;285,424;132,68;113,653;41,2802;6922,93;1245,4;878,3436;826,0242
2180;407,689;176,545;345,342;321,733;286,064;543,611;45,2888;251,858;287,149;131,571;113,002;41,2653;6924,87;1251,309;874,9638;824,8453
2185;409,096;176,06;346,919;321,166;286,47;547,23;44,6658;249,128;290,33;130,796;112,409;41,1498;6938,72;1253,241;878,3658;823,8128
2190;409,054;176,664;345,001;320,286;286,32;550,96;44,2597;245,797;294,144;129,676;111,872;41,7331;6939,72;1251,005;881,5397;823,2221
2195;415,587;179,898;348,31;324,211;281,283;543,056;43,5211;248,681;292,981;128,78;110,658;40,3859;6937,49;1268,006;867,8601;821,4859
2200;420,151;181,737;350,582;325,458;278,713;539,7;42,8376;248,057;292,861;127,171;109,374;39,211;6936,55;1277,928;861,2506;816,674
2205;398,957;172,291;328,778;304,593;255,833;494,498;39,2577;234,422;269,655;114,858;101,289;36,7073;6438,22;1204,619;789,5887;756,9313
2210;409,336;176,097;339,154;314,69;267,527;524,394;40,3745;235,934;287,092;120,911;103,896;37,6083;6692,94;1239,277;832,2955;785,4413
2215;425,214;183,401;350,447;327,201;273,674;540,469;41,3412;243,459;298,399;124,854;106,636;38,4157;6914,92;1286,263;855,4842;811,7637
2220;384,344;165,919;315,608;293,368;242,356;479,826;36,0356;217,018;265,34;109,287;93,8097;32,8202;6174,45;1159,239;758,2176;718,2749
2225;419,728;181,569;341,541;319,469;262,363;522,778;39,062;235,307;291,977;118,701;101,465;35,8202;6704,6;1262,307;824,203;783,2702
2230;397,131;171,687;323,353;302,387;247,018;495,902;36,2661;218,985;277,787;111,409;95,3834;34,2002;6335,46;1194,558;779,1861;737,7646
2235;432,611;186,358;350,614;326,789;260,349;522,851;38,406;238,376;296,214;118,004;101,374;35,3738;6787,78;1296,372;821,606;789,3418
2240;440,774;189,626;355,867;332,804;264,6;536,19;38,5806;239,912;304,926;119,974;102,295;35,303;6921,61;1319,071;839,3706;802,41
2245;444,442;192,284;356,777;335,42;262,087;534,967;38,049;240,456;306,501;119,527;102,039;36,1789;6941,85;1328,923;835,103;804,7019
2250;449,654;193,966;360,49;337,499;259,937;531,855;37,5697;240,577;306,208;118,29;100,802;35,2894;6955,86;1341,609;829,3617;801,1664
2255;450,106;194,736;357,901;337,376;259,622;536,022;37,2139;238,669;309,919;117,712;100,881;35,8565;6963,35;1340,119;832,8579;803,0375
2260;453,806;196,505;359,882;339,471;256,881;533,241;36,64;238,235;310,454;116,785;99,659;34,9304;6966,72;1349,664;826,762;800,0634
2265;459,31;198,503;363,574;341,258;254,667;529,302;36,1965;239,851;310,148;115,687;98,8598;33,8935;6976,57;1362,645;820,1655;798,4393
2270;459,73;198,963;362,95;342,029;254,131;532,748;35,6743;235,602;313,264;115,351;98,412;34,3556;6984,84;1363,672;822,5533;796,9846
2275;464,502;201,082;365,679;343,977;251,038;527,764;35,1621;238,378;312,924;114,302;97,2653;32,9475;6988,37;1375,24;813,9641;795,8168
2280;465,91;201,215;364,754;343,423;250,735;530,628;34,671;237,03;315,074;113,63;96,8666;33,2077;6995,63;1375,302;816,034;795,8083
2285;471,008;203,19;367,536;345,175;248,825;527,882;34,3899;237,156;315,414;112,492;96,1372;32,7803;7010,01;1386,909;811,0969;793,9795
2290;472,148;204,586;366,218;346,79;246,587;528,88;33,8198;235,002;317,301;112,385;95,5435;33,0544;7012,05;1389,742;809,2868;793,2859
2295;472,163;203,783;367,538;345,223;247,211;531,296;33,1575;233,107;319,985;111,676;94,7008;32,1871;7012,95;1388,707;811,6645;791,6559
2300;476,956;206,76;369,192;348,938;242,961;524,575;32,814;235,828;318,8;110,296;93,9455;31,6872;7011,14;1401,846;800,35;790,5567
2305;480,926;208,694;370,583;350,741;240,114;521,934;32,4818;235,754;318,902;109,552;93,1723;31,2785;7012,02;1410,944;794,5298;788,6588
2310;479,65;206,952;370,208;349,151;241,545;527,849;31,9831;230,439;322,541;109,554;92,4872;31,6609;7012,54;1405,961;801,3771;786,6821
2315;477,609;206,503;366,018;345,851;243,306;536,29;31,6469;225,716;327,64;108,861;91,9638;32,3261;7010,58;1395,981;811,2429;786,5069
2320;482,192;207,936;368,954;348,34;240,371;530,79;31,0626;228,106;326,579;107,97;90,9675;30,7748;7008,07;1407,422;802,2236;784,3973
2325;488,281;211,807;371,382;352,697;235,511;523,888;30,7486;231,987;325,775;106,892;90,4526;29,8367;7016,22;1424,167;790,1476;784,9433
2330;490,199;212,731;372,906;352,855;235,021;524,093;30,3841;230,001;326,717;106,263;89,9137;29,7211;7020,56;1428,691;789,4981;782,6158
2335;490,617;212,165;372,605;352,345;234,273;525,497;29,9052;228,66;328,792;105,783;89,2821;29,8275;7018,46;1427,732;789,6752;782,3446
2340;496,794;214,41;375,913;354,281;231,948;520,134;29,4605;230,763;326,465;103,693;88,9333;29,4822;7028,09;1441,398;781,5425;779,3365
2345;495,974;214,362;375,653;354,395;231,513;522,705;29,1064;227,535;329,721;104,177;88,2461;29,1441;7026,44;1440,384;783,3244;778,8232
2350;497,002;214,791;374,238;354,164;230,024;523,609;28,6106;226,503;331,059;103,739;87,1884;28,4477;7019,01;1440,195;782,2436;776,9371
2355;502,562;217,867;376,266;356,902;226,722;517,037;28,4549;230,353;329,952;101,835;86,5917;28,3501;7025,43;1453,597;772,2139;777,0818
2360;499,534;215,91;375,018;355,281;227,98;524,864;27,9977;223,038;334,038;102,918;86,1194;28,7906;7030,33;1445,743;780,8417;774,904
2365;504,287;217,801;377,592;357,119;225,949;520,904;27,521;226,728;334,047;101,773;86,0568;28,1545;7042,54;1456,799;774,374;776,7593
2370;506,916;219,552;377,77;359,109;224,278;521,064;27,1537;223,964;334,617;101,504;85,4179;28,078;7049,7;1463,347;772,4957;773,5809
2375;506,559;218,639;376,608;356,191;221,597;515,19;26,5796;224,214;332,102;99,1617;84,1964;27,0219;6998,39;1457,997;763,3666;766,696
2380;515,337;223,216;380,649;360,38;220,232;512,338;26,5844;231,416;333,153;97,9198;84,6238;27,2851;7048,92;1479,582;759,1544;774,3977
2385;516,112;223,021;381,54;361,645;220,809;517,108;26,2853;227,333;336,321;98,6438;83,9836;27,0372;7065,36;1482,318;764,2023;773,3186
2390;512,549;220,385;379,491;358,181;223,413;526,656;25,8735;220,785;341,681;99,5891;83,4193;26,9981;7068,02;1470,606;775,9425;772,4725
2395;518,069;223,829;382,269;362,062;219,035;519,116;25,6081;224,108;339,862;98,8865;82,8395;26,0386;7071,42;1486,229;763,7591;771,7346
2400;522,768;225,704;383,088;364,678;215,78;514,137;25,2605;228,521;338,488;97,42;82,7385;26,4287;7077,54;1496,238;755,1775;773,5962
2405;523,385;226,695;383,253;365,904;215,277;516,321;25,0507;224,896;340,408;97,7876;81,7569;25,7166;7082,66;1499,237;756,6487;770,5651
2410;522,747;225,794;383,554;364,622;215,84;519,646;24,5878;220,825;343,156;97,5298;81,185;25,4707;7083,65;1496,717;760,0738;768,1665
2415;522,452;225,537;381,411;361,092;217,638;524,884;24,368;219,686;346,248;97,1987;81,1336;25,8503;7088,73;1490,492;766,89;770,1166
2420;528,06;227,43;383,966;364,003;214,694;518,878;24,058;223,278;344,35;95,4565;80,7155;25,3569;7095,43;1503,459;757,63;769,1569
2425;526,648;226,62;382,327;363,391;215,457;524,788;23,6239;218,788;348,329;95,9438;80,845;26,0107;7102,46;1498,986;763,8689;769,9165
2430;531,995;229,021;386,502;367,258;211,543;517,607;23,4124;220,376;345,196;94,9442;79,7342;24,5535;7104,53;1514,776;752,5624;764,8039
2435;531,869;229,113;385,651;366,865;211,224;519,056;22,9738;220,151;347,308;94,9741;79,3167;24,7688;7103,61;1513,498;753,2538;766,5186
2440;535,163;230,753;387,435;368,167;209,451;514,546;22,773;222,063;346,012;93,4699;79,0274;24,9645;7103,03;1521,518;746,77;765,5368
2445;538,202;231,639;389,378;368,726;208,877;513,747;22,5285;221,88;346,033;92,4761;78,4906;24,4829;7112,97;1527,945;745,1525;763,3626
2450;534,73;230,583;385,608;366,256;209,781;521,46;22,2967;217,749;351,844;93,5479;77,8553;24,2321;7107,6;1517,177;753,5377;765,2283
2455;536,594;229,998;386,263;367,151;209,332;522,524;22,0087;214,838;351,933;93,5473;77,6711;24,5634;7111,12;1520,006;753,8647;762,5528
2460;541,502;232,595;389,271;370,705;205,337;514,844;21,6598;219,117;348,799;92,559;77,0245;23,3681;7112,11;1534,073;741,8408;760,8676
2465;540,77;232,013;387,316;369,323;206,748;520,902;21,43;215,935;352,751;92,7071;76,9935;24,202;7119,69;1529,422;749,08;762,5886
2470;542,835;232,572;389,749;369,754;205,465;517,441;21,1385;215,755;352,098;91,5162;76,0252;22,8898;7114,17;1534,91;744,0445;758,2842
2475;545,519;233,985;389,645;371,207;204,12;518,016;20,9411;216,629;353,19;91,7456;75,6416;22,824;7126,03;1540,356;743,0771;760,0302
2480;543,735;232,02;388,02;368,022;206,935;525,549;20,7134;211,988;357,03;91,5587;76,1175;24,0024;7134,52;1531,797;753,1974;760,6966
2485;547,155;234,659;389,49;370,905;204,066;520,733;20,4979;214,073;356,337;90,8749;75,4741;23,1951;7135,32;1542,209;745,2969;759,9541
2490;549,249;236,258;391,412;372,488;201,598;516,9;20,2896;216,773;355,812;90,1846;74,7802;22,4734;7137,06;1549,407;738,7876;760,0232
2495;551,537;236,38;391,18;372,348;201,565;517,369;20,0068;217,179;355,895;89,8035;74,3241;21,7339;7137,42;1551,445;738,9408;758,9355
2500;547,897;233,91;388,895;369,63;203,543;525,282;19,6971;209,343;360,341;90,0139;74,605;23,2297;7134,53;1540,332;748,5221;757,5326
2505;553,318;236,592;391,586;373,37;200,149;518,225;19,4953;214,536;358,036;89,2582;74,0303;22,166;7136,57;1554,866;737,8693;758,0265
2510;557,644;239,248;393,043;375,882;197,639;513,835;19,3077;216,224;356,25;88,3152;73,2618;21,7636;7138,58;1565,817;730,7817;755,8146
2515;556,391;238,449;394,375;374,606;197,674;514,08;19,0582;215,21;357,982;88,1277;73,0023;21,3929;7134,13;1563,821;730,8122;755,7149
2520;555,594;237,064;393,508;373,146;198,915;518,475;18,9774;211,806;360,023;88,0999;72,7194;21,634;7135,52;1559,312;736,3674;754,2823
2525;557,5;238,564;393,64;374,598;197,312;517,509;18,7495;212,054;360,42;87,948;72,5907;21,7149;7141,6;1564,302;733,5705;754,7276
2530;557,547;238,423;393,978;373,732;197,901;519,658;18,5296;211,44;362,502;87,5665;72,4077;22,1329;7149,35;1563,68;736,0886;756,0491
2535;559,032;239,379;393,002;374,54;196,304;519,101;18,3212;211,396;362,27;87,4259;71,9843;21,6765;7147,33;1565,953;733,7262;754,7527
2540;560,026;239,492;393,559;373,393;196,786;519,437;18,1432;211,456;363,47;87,0967;71,4656;20,6448;7147,19;1566,47;734,3662;754,1331
2545;561,568;240,01;394,476;374,704;195,906;519,12;17,8945;210,302;363,348;86,8712;71,0923;21,0423;7151,68;1570,758;732,9205;752,6558
2550;561,91;240,257;394,62;374,871;195,229;519,38;17,546;209,338;365,114;86,6437;70,841;21,0344;7151,47;1571,658;732,155;752,9711
2555;565,254;242,065;395,801;376,627;192,773;514,736;17,4979;212,204;363,223;85,5656;70,1211;20,0342;7146,14;1579,747;725,0069;751,1479
2560;572,92;246,546;399,555;379,698;188,815;503,244;17,4278;221,416;358,715;82,2414;71,1159;21,9402;7158,93;1598,719;709,4868;755,4285
2565;565,085;241,988;393,966;375,685;192,699;519,702;17,0756;209,06;366,662;85,658;70,0437;20,8238;7147,92;1576,724;729,4766;752,2475
2570;566,751;241,615;397,541;375,82;192,478;517,159;17,1594;208,776;365,803;84,9833;69,6391;19,7739;7149,62;1581,727;726,7964;748,9753
2575;568,241;242,073;397,42;376,489;191,686;516,816;16,6313;209,229;366,37;84,4823;69,2033;19,8976;7153,06;1584,223;725,1333;749,1822
2580;568,846;242,357;397,507;376,455;191,374;517,7;16,5943;208,209;367,41;84,5846;69,2246;19,9895;7158,47;1585,165;725,6683;749,4177
2585;571,105;243,842;397,027;379,39;189,061;515,861;16,3531;209,002;367,013;84,1936;68,8615;20,0697;7162,38;1591,364;721,2751;749,1398
2590;573,183;244,733;399,454;379,155;188,58;513,609;16,0848;209,759;366,112;83,3373;68,402;19,2451;7164,12;1596,525;718,2738;746,8554
2595;571,087;243,285;397,677;376,833;189,752;518,058;16,0246;206,84;368,937;83,2184;68,6526;19,7165;7160,44;1588,882;723,8346;747,3645
2600;571,671;243,211;397,061;376,67;189,428;519,086;15,7511;205,943;370,129;83,3244;68,0835;19,8435;7159,91;1588,613;724,2651;747,3234
2605;576,998;246,773;401,966;380,66;185,884;508,855;15,6514;212,275;366,238;81,7104;68,1564;19,029;7166,62;1606,397;710,3904;747,4088
2610;573,881;244,911;399,134;378,052;187,924;516,572;15,5393;206,596;370,389;82,7926;67,3852;18,4565;7160,73;1595,978;720,0353;745,6193
2615;580,632;248,764;401,191;381,603;183,929;507,695;15,4186;212,799;366,299;80,4275;67,8811;19,2028;7167,26;1612,19;707,0426;746,6094
2620;576,115;247,209;398,893;379,423;185,133;514,17;15,3332;208,787;370,48;82,1453;67,0631;18,31;7160,25;1601,64;714,6362;746,7854
2625;581,275;248,959;400,664;381,07;183,854;510,539;15,1642;211,582;368,535;80,7005;67,1558;18,7105;7172,48;1611,968;709,5572;746,6838
2630;579,621;248,016;399,56;381,541;183,57;513,648;14,8202;208,001;370,705;81,4727;66,6174;18,659;7169,17;1608,738;712,0382;745,4551
2635;578,117;246,705;399,054;379,053;185,356;517,98;14,6717;204,955;373,534;81,7529;66,3705;18,9775;7171,17;1602,929;718,0077;745,5899
2640;580,599;247,332;400,305;380,357;184,192;515,734;14,5019;205,369;372,12;81,2981;65,8126;18,4224;7170,87;1608,593;714,4279;743,0221
2645;586,927;250,607;402,406;383,568;181,133;508,195;14,4631;211,429;369,077;79,4227;66,6558;18,9814;7183,58;1623,508;703,7911;745,5659
2650;580,496;246,698;398,67;378,888;184,809;519,551;14,4174;203,747;375,296;80,8895;65,8668;18,7351;7175,13;1604,752;718,7774;744,5344
2655;584,842;249,955;401,221;381,66;181,75;512,162;14,2318;207,849;372,147;79,8967;65,6582;17,8164;7177,91;1617,678;708,1438;743,3673
2660;585,664;249,91;401,882;380,967;182,153;512,591;14,0711;207,136;372,526;78,9364;65,4837;18,2041;7178,72;1618,423;708,8151;742,2862
2665;587,263;250,224;401,466;381,952;180,694;512,336;13,9851;208,126;372,665;79,0257;65,3911;18,1326;7180,04;1620,905;707,0151;743,3404
2670;582,926;248,035;400,956;379,469;183,281;518,634;13,6996;203,224;377,129;79,7964;64,7818;18,0717;7178,38;1611,386;715,6146;743,0029
2675;587,402;250,138;402,065;381,963;180,14;513,03;13,6615;207,05;373,95;78,7841;64,7393;17,6312;7178,24;1621,568;706,8315;742,1546
2680;590,005;252,351;401,455;384,164;177,24;509,201;13,5309;208,283;372,841;78,2684;64,282;17,7473;7175,11;1627,975;699,9719;741,4217
