ARR_DATA(I)			Integral(5.434,5.394)				Integral(5.255,5.224)				Integral(4.671,4.619)		Integral(4.027,3.987)		
58690	0	0	73.7103	0	0	0	52.5771	0	0	0	347.68	0	68.2239	0	
58783	0	0	73.7142	0	0	0	52.5149	0	0	0	346.298	0	68.6006	0	
58874	0	0	73.4855	0	0	0	52.4232	0	0	0	346.677	0	68.6458	0	
58963	0	0	73.3889	0	0	0	52.3098	0	0	0	343.55	0	68.4941	0	
59054	0	0	73.1184	0	0	0	52.2965	0	0	0	344.309	0	68.7737	0	
59145	0	0	73.2043	0	0	0	52.223	0	0	0	345.781	0	68.8077	0	
59235	0	0	73.4227	0	0	0	52.8738	0	0	0	348.808	0	69.133	0	
59324	0	0	73.2107	0	0	0	52.5995	0	0	0	347.357	0	69.0218	0	
59414	0	0	73.0856	0	0	0	52.5578	0	0	0	345.96	0	69.0192	0	
59503	0	0	72.8592	0	0	0	52.1121	0	0	0	342.409	0	68.9071	0	
59592	0	0	72.6903	0	0	0	52.4419	0	0	0	345.412	0	68.9748	0	
59681	0	0	72.8326	0	0	0	52.5423	0	0	0	345.095	0	68.9594	0	
59766	0	0	73.7112	0	0	0	53.9777	0	0	0	358.115	0	69.5797	0	
59867	0	0	72.6304	0	0	0	52.5726	0	0	0	346.786	0	69.2393	0	
59959	0	0	72.5667	0	0	0	52.5203	0	0	0	345.496	0	69.3858	0	
60051	0	0	72.4893	0	0	0	52.7939	0	0	0	343.439	0	69.1389	0	
60143	0	0	72.6523	0	0	0	53.0203	0	0	0	346.367	0	69.0516	0	
60233	0	0	72.5787	0	0	0	52.9797	0	0	0	347.729	0	69.5533	0	
60324	0	0	72.4362	0	0	0	52.5284	0	0	0	345.677	0	69.7166	0	
60416	0	0	72.3049	0	0	0	52.7236	0	0	0	342.728	0	69.2838	0	
60508	0	0	72.3145	0	0	0	52.7328	0	0	0	345.056	0	69.577	0	
60602	0	0	72.4147	0	0	0	53.2003	0	0	0	350.752	0	70.174	0	
60691	0	0	72.0447	0	0	0	52.8144	0	0	0	346.122	0	69.9218	0	
60782	0	0	71.9203	0	0	0	52.6922	0	0	0	344.441	0	69.9539	0	
60873	0	0	71.9927	0	0	0	52.7079	0	0	0	345.927	0	70.0532	0	
60965	0	0	72.0088	0	0	0	52.9766	0	0	0	346.263	0	70.2584	0	
61054	0	0	71.7792	0	0	0	52.7497	0	0	0	345.722	0	70.2421	0	
61144	0	0	71.7536	0	0	0	52.9766	0	0	0	345.519	0	70.3249	0	
61234	0	0	71.811	0	0	0	52.9048	0	0	0	343.2	0	69.7555	0	
61325	0	0	71.8516	0	0	0	53.0999	0	0	0	346.218	0	70.0444	0	
61417	0	0	71.5137	0	0	0	52.8483	0	0	0	345.35	0	70.4631	0	
61508	0	0	71.6598	0	0	0	53.1135	0	0	0	346.135	0	70.2961	0	
61600	0	0	71.6486	0	0	0	53.0648	0	0	0	345.296	0	70.4683	0	
61692	0	0	71.254	0	0	0	52.7581	0	0	0	346.011	0	70.3918	0	
61780	0	0	71.395	0	0	0	52.9004	0	0	0	346.047	0	70.773	0	
61871	0	0	71.6525	0	0	0	53.496	0	0	0	350.198	0	70.8187	0	
61964	0	0	71.3823	0	0	0	53.3734	0	0	0	348.882	0	70.7815	0	
62053	0	0	71.0923	0	0	0	52.9086	0	0	0	348.628	0	70.9677	0	
62143	0	0	71.2714	0	0	0	53.3311	0	0	0	347.384	0	71.1344	0	
62233	0	0	71.0229	0	0	0	53.12	0	0	0	346.106	0	70.6078	0	
62322	0	0	71.0573	0	0	0	52.9821	0	0	0	346.076	0	70.6272	0	
62410	0	0	70.7754	0	0	0	53.1578	0	0	0	345.088	0	70.7555	0	
62500	0	0	70.9949	0	0	0	53.2712	0	0	0	348.767	0	71.072	0	
62593	0	0	70.869	0	0	0	53.2199	0	0	0	349.063	0	71.4388	0	
62681	0	0	70.877	0	0	0	53.1098	0	0	0	345.59	0	71.1884	0	
62774	0	0	71.0838	0	0	0	53.7266	0	0	0	348.289	0	71.2588	0	
62862	0	0	70.5851	0	0	0	53.2263	0	0	0	347.72	0	71.7637	0	
62951	0	0	70.4671	0	0	0	53.1923	0	0	0	344.927	0	71.5871	0	
63042	0	0	70.707	0	0	0	53.4673	0	0	0	349.303	0	71.5631	0	
63135	0	0	70.5168	0	0	0	53.2919	0	0	0	349.024	0	71.624	0	
63227	0	0	70.6681	0	0	0	53.6042	0	0	0	350.511	0	72.0781	0	
63317	0	0	70.2581	0	0	0	53.3114	0	0	0	347.888	0	72.2681	0	
63407	0	0	70.453	0	0	0	53.7195	0	0	0	349.301	0	72.1318	0	
63499	0	0	70.0403	0	0	0	53.353	0	0	0	347.951	0	72.1377	0	
63591	0	0	70.3099	0	0	0	53.5593	0	0	0	352.079	0	72.6071	0	
63680	0	0	70.3837	0	0	0	53.8027	0	0	0	352.017	0	72.1644	0	
63770	0	0	69.894	0	0	0	53.3917	0	0	0	348.588	0	72.2845	0	
63862	0	0	70.0652	0	0	0	53.6918	0	0	0	348.229	0	72.2493	0	
63950	0	0	69.8695	0	0	0	53.5048	0	0	0	347.784	0	72.1297	0	
64042	0	0	69.8893	0	0	0	53.3689	0	0	0	346.535	0	71.9778	0	
64131	0	0	69.7728	0	0	0	53.5789	0	0	0	347.99	0	72.2624	0	
64223	0	0	69.9408	0	0	0	54.1373	0	0	0	348.496	0	72.1007	0	
64314	0	0	69.9732	0	0	0	53.8682	0	0	0	347.941	0	72.2027	0	
64403	0	0	69.7234	0	0	0	53.5267	0	0	0	351.128	0	72.8448	0	
64492	0	0	70.0349	0	0	0	54.0731	0	0	0	347.119	0	72.3553	0	
64582	0	0	69.4143	0	0	0	53.8479	0	0	0	348.825	0	72.724	0	
64671	0	0	69.6681	0	0	0	53.8118	0	0	0	348.13	0	72.8717	0	
64764	0	0	69.5389	0	0	0	53.9218	0	0	0	350.147	0	72.8047	0	
64853	0	0	69.2929	0	0	0	53.632	0	0	0	348.144	0	72.6671	0	
64943	0	0	69.3421	0	0	0	53.882	0	0	0	347.17	0	72.8133	0	
65033	0	0	69.5154	0	0	0	53.955	0	0	0	346.996	0	73.017	0	
65125	0	0	69.4223	0	0	0	54.1561	0	0	0	350.114	0	73.2079	0	
65214	0	0	69.3558	0	0	0	54.1592	0	0	0	347.599	0	72.8439	0	
65306	0	0	69.1507	0	0	0	53.8074	0	0	0	349.092	0	73.216	0	
65399	0	0	69.2172	0	0	0	54.1384	0	0	0	348.025	0	73.0172	0	
65491	0	0	69.1203	0	0	0	54.1719	0	0	0	351.446	0	73.4676	0	
65588	0	0	69.6463	0	0	0	55.3976	0	0	0	362.677	0	73.9496	0	
65679	0	0	69.181	0	0	0	54.2519	0	0	0	348.906	0	73.406	0	
65769	0	0	69.1549	0	0	0	54.1874	0	0	0	349.974	0	73.5935	0	
65862	0	0	69.0207	0	0	0	54.4007	0	0	0	350.994	0	73.5548	0	
65954	0	0	68.5643	0	0	0	54.0837	0	0	0	349.023	0	73.4687	0	
66044	0	0	68.6937	0	0	0	54.2244	0	0	0	347.048	0	73.5323	0	
66133	0	0	68.6287	0	0	0	54.2222	0	0	0	348.589	0	73.7918	0	
66222	0	0	68.6703	0	0	0	54.2118	0	0	0	351.476	0	73.8655	0	
66312	0	0	68.5466	0	0	0	54.2602	0	0	0	348.64	0	73.5104	0	
66400	0	0	68.6326	0	0	0	54.239	0	0	0	348.018	0	73.6897	0	
66492	0	0	68.2767	0	0	0	54.1282	0	0	0	349.424	0	73.9704	0	
66581	0	0	68.1919	0	0	0	54.2357	0	0	0	349.033	0	74.0027	0	
66671	0	0	68.4312	0	0	0	54.5653	0	0	0	351.607	0	74.1544	0	
66764	0	0	68.242	0	0	0	54.2615	0	0	0	348.666	0	74.4159	0	
66853	0	0	67.8543	0	0	0	54.1182	0	0	0	345.843	0	73.9621	0	
66945	0	0	68.0937	0	0	0	54.5859	0	0	0	349.369	0	74.3446	0	
67035	0	0	68.1898	0	0	0	54.5236	0	0	0	347.437	0	74.1748	0	
67125	0	0	67.953	0	0	0	54.462	0	0	0	349.386	0	74.129	0	
67217	0	0	68.3129	0	0	0	54.8768	0	0	0	351.07	0	74.3746	0	
67306	0	0	67.5785	0	0	0	53.9534	0	0	0	349.063	0	74.638	0	
67395	0	0	67.869	0	0	0	54.4879	0	0	0	349.792	0	74.6668	0	
67488	0	0	67.9429	0	0	0	54.8052	0	0	0	350.635	0	74.6868	0	
67576	0	0	67.5796	0	0	0	54.318	0	0	0	349.6	0	74.8097	0	
67666	0	0	67.6475	0	0	0	54.6036	0	0	0	351.521	0	74.9142	0	
67757	0	0	67.6872	0	0	0	54.7248	0	0	0	352.872	0	74.9867	0	
67850	0	0	67.5394	0	0	0	54.9887	0	0	0	350.404	0	74.9807	0	
67942	0	0	67.5508	0	0	0	54.5965	0	0	0	351.857	0	74.8778	0	
68031	0	0	67.3026	0	0	0	54.507	0	0	0	348.209	0	75.1236	0	
68124	0	0	67.3161	0	0	0	54.6079	0	0	0	350.646	0	75.0677	0	
68216	0	0	67.5611	0	0	0	54.8791	0	0	0	351.553	0	74.976	0	
68309	0	0	67.372	0	0	0	54.9283	0	0	0	353.275	0	75.2106	0	
68400	0	0	67.2664	0	0	0	55.0756	0	0	0	350.611	0	75.408	0	
68492	0	0	67.1884	0	0	0	54.8027	0	0	0	348.901	0	74.9512	0	
68583	0	0	67.3151	0	0	0	55.1182	0	0	0	351.871	0	75.4702	0	
68672	0	0	67.2789	0	0	0	55.0486	0	0	0	350.152	0	75.3216	0	
68766	0	0	66.9048	0	0	0	54.8757	0	0	0	349.249	0	75.647	0	
68859	0	0	67.0265	0	0	0	54.9465	0	0	0	349.929	0	75.4945	0	
68951	0	0	66.8223	0	0	0	54.7822	0	0	0	350.801	0	75.848	0	
69040	0	0	67.0724	0	0	0	55.0833	0	0	0	350.683	0	75.6551	0	
69130	0	0	67.0362	0	0	0	55.2123	0	0	0	351.33	0	75.6876	0	
69219	0	0	66.6101	0	0	0	54.8879	0	0	0	350.494	0	75.9448	0	
69309	0	0	66.5544	0	0	0	54.9091	0	0	0	350.061	0	75.4872	0	
69398	0	0	66.7492	0	0	0	55.0275	0	0	0	351.464	0	75.8128	0	
69490	0	0	66.7442	0	0	0	54.9233	0	0	0	348.608	0	75.8382	0	
69581	0	0	66.5964	0	0	0	55.2689	0	0	0	352.11	0	76.1894	0	
69672	0	0	66.3785	0	0	0	55.1116	0	0	0	352.717	0	76.1619	0	
69768	0	0	67.5092	0	0	0	56.6441	0	0	0	363.97	0	76.9763	0	
69860	0	0	66.5547	0	0	0	55.2698	0	0	0	353.724	0	76.2749	0	
69951	0	0	66.0568	0	0	0	54.9138	0	0	0	348.411	0	76.3954	0	
70044	0	0	66.444	0	0	0	55.5316	0	0	0	352.507	0	76.5293	0	
70136	0	0	66.4688	0	0	0	55.6428	0	0	0	352.408	0	76.5807	0	
70225	0	0	65.8975	0	0	0	55.0954	0	0	0	347.554	0	76.3195	0	
70315	0	0	66.1347	0	0	0	55.1343	0	0	0	348.932	0	76.5121	0	
70404	0	0	66.387	0	0	0	55.3201	0	0	0	350.798	0	76.6744	0	
70493	0	0	66.2684	0	0	0	55.5294	0	0	0	352.462	0	76.6065	0	
70584	0	0	65.9055	0	0	0	55.3957	0	0	0	351.102	0	76.6182	0	
70673	0	0	66.129	0	0	0	55.6387	0	0	0	352.418	0	76.6927	0	
70765	0	0	65.8878	0	0	0	55.5387	0	0	0	352.636	0	77.1238	0	
70855	0	0	65.9645	0	0	0	55.5135	0	0	0	350.232	0	76.9073	0	
70947	0	0	66.0759	0	0	0	55.8064	0	0	0	354.236	0	77.0211	0	
71041	0	0	65.7634	0	0	0	55.6767	0	0	0	352.489	0	77.0737	0	
71141	0	0	65.6455	0	0	0	55.5039	0	0	0	348.864	0	76.8443	0	
71231	0	0	65.7482	0	0	0	55.6244	0	0	0	352.846	0	77.1075	0	
71328	0	0	65.4448	0	0	0	55.5342	0	0	0	351.153	0	77.2789	0	
71419	0	0	65.244	0	0	0	55.2634	0	0	0	350.043	0	77.2437	0	
71511	0	0	65.4683	0	0	0	55.6266	0	0	0	352.199	0	77.3046	0	
71601	0	0	65.086	0	0	0	55.4345	0	0	0	350.112	0	77.4752	0	
71693	0	0	65.4258	0	0	0	55.7715	0	0	0	350.596	0	77.435	0	
71781	0	0	65.0746	0	0	0	55.3789	0	0	0	350.969	0	77.9288	0	
71872	0	0	65.2558	0	0	0	55.7632	0	0	0	353.154	0	77.8405	0	
71962	0	0	65.2171	0	0	0	55.6901	0	0	0	351.008	0	77.4135	0	
72053	0	0	65.2962	0	0	0	55.9306	0	0	0	351.841	0	77.6122	0	
72145	0	0	65.266	0	0	0	56.1835	0	0	0	351.975	0	77.936	0	
72234	0	0	65.2403	0	0	0	56.0838	0	0	0	352.219	0	77.8945	0	
72325	0	0	65.2009	0	0	0	55.999	0	0	0	352.9	0	77.9502	0	
72418	0	0	64.7819	0	0	0	55.6985	0	0	0	351.035	0	77.7154	0	
72511	0	0	64.9024	0	0	0	56.0786	0	0	0	351.094	0	78.0873	0	
72599	0	0	64.6412	0	0	0	55.7429	0	0	0	349.511	0	78.0226	0	
72691	0	0	64.9264	0	0	0	56.2138	0	0	0	352.338	0	77.761	0	
72781	0	0	64.9863	0	0	0	56.2445	0	0	0	352.303	0	78.118	0	
72873	0	0	64.834	0	0	0	56.2474	0	0	0	352.903	0	78.293	0	
72962	0	0	64.6567	0	0	0	56.071	0	0	0	350.866	0	78.231	0	
73054	0	0	64.6997	0	0	0	56.1665	0	0	0	352.642	0	78.4044	0	
73146	0	0	64.5337	0	0	0	56.3634	0	0	0	351.144	0	78.4517	0	
73235	0	0	64.6427	0	0	0	56.2794	0	0	0	352.628	0	78.6854	0	
73326	0	0	64.605	0	0	0	56.3642	0	0	0	352.673	0	78.4335	0	
73415	0	0	64.1291	0	0	0	55.8718	0	0	0	353.705	0	78.7243	0	
73505	0	0	64.4602	0	0	0	56.4777	0	0	0	353.551	0	78.5717	0	
73595	0	0	63.8819	0	0	0	55.682	0	0	0	349.233	0	78.6164	0	
73683	0	0	63.9723	0	0	0	55.8505	0	0	0	349.515	0	78.6237	0	
73773	0	0	64.13	0	0	0	56.161	0	0	0	352.283	0	78.8416	0	
73865	0	0	64.1309	0	0	0	56.4832	0	0	0	351.783	0	78.6679	0	
73957	0	0	64.1385	0	0	0	56.3589	0	0	0	355.33	0	78.9335	0	
74049	0	0	63.9126	0	0	0	56.1479	0	0	0	352.686	0	78.9665	0	
74137	0	0	63.7137	0	0	0	56.11	0	0	0	351.182	0	78.7911	0	
74229	0	0	64.072	0	0	0	56.3757	0	0	0	353.913	0	79.1242	0	
74318	0	0	63.5475	0	0	0	56.0031	0	0	0	349.871	0	78.9657	0	
74411	0	0	63.8992	0	0	0	56.4325	0	0	0	353.963	0	79.0612	0	
74503	0	0	63.7452	0	0	0	56.3648	0	0	0	352.675	0	79.0297	0	
74594	0	0	63.7836	0	0	0	56.4102	0	0	0	353.758	0	79.3118	0	
74684	0	0	63.2719	0	0	0	56.1752	0	0	0	351.411	0	79.2778	0	
74776	0	0	63.544	0	0	0	56.3001	0	0	0	352.547	0	79.5946	0	
74869	0	0	63.3455	0	0	0	56.3618	0	0	0	352.511	0	79.8281	0	
74962	0	0	63.5625	0	0	0	56.6123	0	0	0	353.793	0	79.525	0	
75053	0	0	63.3232	0	0	0	56.2452	0	0	0	352.258	0	79.6879	0	
75146	0	0	63.1876	0	0	0	56.0852	0	0	0	352.028	0	79.7773	0	
75237	0	0	63.5402	0	0	0	56.8201	0	0	0	352.699	0	79.7368	0	
75328	0	0	63.2067	0	0	0	56.766	0	0	0	355.129	0	79.6735	0	
75418	0	0	63.023	0	0	0	56.5054	0	0	0	351.553	0	79.9087	0	
75511	0	0	63.4205	0	0	0	56.8641	0	0	0	355.132	0	80.1741	0	
75603	0	0	63.2709	0	0	0	56.6636	0	0	0	354.457	0	80.1509	0	
75696	0	0	63.28	0	0	0	56.8913	0	0	0	354.688	0	80.0158	0	
75788	0	0	62.9064	0	0	0	56.6028	0	0	0	352.154	0	80.2407	0	
75881	0	0	63.0932	0	0	0	56.772	0	0	0	355.691	0	80.4053	0	
75972	0	0	62.8403	0	0	0	56.4232	0	0	0	353.538	0	80.6451	0	
76065	0	0	63.1653	0	0	0	56.8913	0	0	0	355.263	0	80.3084	0	
76157	0	0	62.5755	0	0	0	56.5542	0	0	0	352.704	0	80.7296	0	
76247	0	0	62.7061	0	0	0	56.5157	0	0	0	352.561	0	80.134	0	
76336	0	0	62.8996	0	0	0	56.987	0	0	0	353.722	0	80.4874	0	
76427	0	0	62.4784	0	0	0	56.6253	0	0	0	351.347	0	80.1696	0	
76519	0	0	62.6041	0	0	0	56.7404	0	0	0	353.854	0	80.5754	0	
76616	0	0	63.8126	0	0	0	58.325	0	0	0	365.398	0	80.9367	0	
76706	0	0	62.8469	0	0	0	57.2303	0	0	0	357.176	0	80.8226	0	
76795	0	0	62.4832	0	0	0	56.9676	0	0	0	352.6	0	80.5716	0	
76886	0	0	62.8184	0	0	0	57.3354	0	0	0	355.764	0	80.9056	0	
76976	0	0	62.4121	0	0	0	57.1647	0	0	0	358.466	0	81.0991	0	
77067	0	0	62.2786	0	0	0	56.7624	0	0	0	353.81	0	81.2169	0	
77157	0	0	62.0137	0	0	0	56.7398	0	0	0	353.38	0	80.8966	0	
77247	0	0	62.1575	0	0	0	56.9619	0	0	0	352.174	0	80.8636	0	
77339	0	0	62.4577	0	0	0	57.2861	0	0	0	354.892	0	81.2289	0	
77428	0	0	62.1232	0	0	0	57.0105	0	0	0	351.817	0	81.0107	0	
77516	0	0	62.0055	0	0	0	56.7401	0	0	0	353.087	0	80.904	0	
77605	0	0	62.0957	0	0	0	57.1625	0	0	0	354.755	0	81.423	0	
77694	0	0	62.031	0	0	0	57.1777	0	0	0	351.643	0	81.1199	0	
77783	0	0	62.1738	0	0	0	57.2477	0	0	0	352.845	0	81.0529	0	
77873	0	0	62.1152	0	0	0	57.3926	0	0	0	354.856	0	81.4811	0	
77966	0	0	61.9479	0	0	0	57.3271	0	0	0	353.632	0	81.481	0	
78058	0	0	61.6912	0	0	0	57.1495	0	0	0	354.987	0	81.565	0	
78147	0	0	61.8213	0	0	0	57.412	0	0	0	355.15	0	81.5227	0	
78241	0	0	61.688	0	0	0	57.1381	0	0	0	355.838	0	81.6892	0	
78330	0	0	61.946	0	0	0	57.5809	0	0	0	352.89	0	81.075	0	
78423	0	0	61.8283	0	0	0	57.5717	0	0	0	355.78	0	81.9952	0	
78513	0	0	61.6645	0	0	0	57.2268	0	0	0	351.97	0	81.5691	0	
78604	0	0	61.5341	0	0	0	57.2454	0	0	0	354.498	0	82.2142	0	
78695	0	0	61.4205	0	0	0	57.306	0	0	0	354.044	0	81.8601	0	
78783	0	0	61.2831	0	0	0	57.1901	0	0	0	352.996	0	81.7633	0	
78873	0	0	61.6082	0	0	0	57.3144	0	0	0	351.902	0	81.7905	0	
78966	0	0	61.622	0	0	0	57.5926	0	0	0	356.731	0	82.3678	0	
79055	0	0	61.5208	0	0	0	57.4755	0	0	0	352.692	0	82.091	0	
79145	0	0	61.4779	0	0	0	57.4608	0	0	0	353.944	0	82.2773	0	
79237	0	0	61.3871	0	0	0	57.7562	0	0	0	354.493	0	82.2324	0	
79328	0	0	61.6352	0	0	0	57.8477	0	0	0	355.255	0	82.4071	0	
79419	0	0	61.432	0	0	0	57.7709	0	0	0	352.02	0	82.3797	0	
79508	0	0	60.8768	0	0	0	57.2252	0	0	0	352.663	0	82.2215	0	
79600	0	0	60.9704	0	0	0	57.6003	0	0	0	354.391	0	82.5098	0	
79692	0	0	61.2837	0	0	0	57.9677	0	0	0	353.241	0	82.3803	0	
79780	0	0	60.4403	0	0	0	57.2102	0	0	0	353.7	0	82.7993	0	
79869	0	0	60.9479	0	0	0	57.8234	0	0	0	355.886	0	82.6667	0	
79961	0	0	60.8869	0	0	0	57.8992	0	0	0	353.767	0	82.5518	0	
80053	0	0	60.9548	0	0	0	57.96	0	0	0	356.714	0	82.7277	0	
80141	0	0	60.7176	0	0	0	57.6347	0	0	0	354.546	0	83.044	0	
80234	0	0	60.7067	0	0	0	57.9418	0	0	0	356.672	0	83.1709	0	
80323	0	0	60.6091	0	0	0	57.8662	0	0	0	354.534	0	82.9459	0	
80415	0	0	60.5478	0	0	0	57.8856	0	0	0	355.954	0	83.1448	0	
80505	0	0	60.8429	0	0	0	57.885	0	0	0	355.801	0	83.1321	0	
80593	0	0	60.418	0	0	0	57.945	0	0	0	354.069	0	83.0898	0	
80683	0	0	60.6969	0	0	0	57.8416	0	0	0	354.011	0	83.0539	0	
80774	0	0	60.7132	0	0	0	58.2108	0	0	0	356.751	0	83.4576	0	
80865	0	0	60.3696	0	0	0	57.8852	0	0	0	354.603	0	83.1433	0	
80956	0	0	60.4523	0	0	0	58.0358	0	0	0	356.532	0	83.7109	0	
81046	0	0	60.3024	0	0	0	57.9395	0	0	0	354.353	0	83.4462	0	
81135	0	0	60.4546	0	0	0	58.0801	0	0	0	354.217	0	83.4458	0	
81224	0	0	60.1938	0	0	0	57.9627	0	0	0	354.251	0	83.5105	0	
81317	0	0	60.3762	0	0	0	58.1638	0	0	0	354.426	0	83.3039	0	
81408	0	0	60.3043	0	0	0	58.395	0	0	0	356.377	0	83.575	0	
81500	0	0	60.0835	0	0	0	58.2951	0	0	0	355.169	0	83.7651	0	
81589	0	0	60.16	0	0	0	58.1774	0	0	0	354.659	0	83.4243	0	
81681	0	0	60.0901	0	0	0	58.1752	0	0	0	356.141	0	83.8079	0	
81773	0	0	60.0398	0	0	0	58.1628	0	0	0	357.936	0	84.3222	0	
81866	0	0	59.9133	0	0	0	58.2641	0	0	0	357.99	0	84.0963	0	
81957	0	0	60.1587	0	0	0	58.6272	0	0	0	358.121	0	84.1316	0	
82046	0	0	59.7346	0	0	0	58.1603	0	0	0	355.893	0	83.9628	0	
82137	0	0	59.7951	0	0	0	58.4756	0	0	0	357.503	0	84.1624	0	
82229	0	0	59.9062	0	0	0	58.6208	0	0	0	357.36	0	84.0272	0	
82321	0	0	60.0349	0	0	0	58.7156	0	0	0	355.33	0	83.808	0	
82411	0	0	59.8351	0	0	0	58.6062	0	0	0	356.153	0	84.2647	0	
82503	0	0	59.7244	0	0	0	58.3541	0	0	0	355.519	0	83.9581	0	
82593	0	0	59.3523	0	0	0	58.291	0	0	0	358.071	0	85.1006	0	
82683	0	0	59.164	0	0	0	58.1115	0	0	0	356.039	0	84.6758	0	
82776	0	0	60.0588	0	0	0	59.3381	0	0	0	363.213	0	84.5728	0	
82864	0	0	59.4522	0	0	0	58.1809	0	0	0	355.8	0	84.2386	0	
82955	0	0	59.4265	0	0	0	58.562	0	0	0	357.877	0	84.5533	0	
83044	0	0	59.3351	0	0	0	58.5447	0	0	0	353.919	0	84.6047	0	
83136	0	0	59.4058	0	0	0	58.6856	0	0	0	358.348	0	84.7621	0	
83225	0	0	59.2649	0	0	0	58.3978	0	0	0	355.117	0	84.7965	0	
83317	0	0	59.2796	0	0	0	58.6699	0	0	0	356.913	0	84.6535	0	
83410	0	0	59.2114	0	0	0	58.5502	0	0	0	356.559	0	85.1242	0	
83503	0	0	59.0903	0	0	0	58.7106	0	0	0	357.221	0	84.7981	0	
83595	0	0	59.0116	0	0	0	58.6484	0	0	0	357.48	0	84.9307	0	
83688	0	0	59.0289	0	0	0	58.5036	0	0	0	356.953	0	84.8628	0	
83780	0	0	58.8833	0	0	0	58.6666	0	0	0	356.894	0	85.1871	0	
83870	0	0	58.6857	0	0	0	58.5988	0	0	0	357.361	0	85.1435	0	
83960	0	0	58.9605	0	0	0	58.7266	0	0	0	358.639	0	85.3511	0	
84052	0	0	58.7707	0	0	0	58.5575	0	0	0	356.88	0	84.9834	0	
84142	0	0	58.3666	0	0	0	58.1416	0	0	0	355.565	0	85.4016	0	
84231	0	0	58.7027	0	0	0	58.59	0	0	0	355.888	0	85.7307	0	
84328	0	0	59.7203	0	0	0	60.2304	0	0	0	368.571	0	85.5412	0	
84417	0	0	58.4957	0	0	0	58.698	0	0	0	357.599	0	85.6468	0	
84509	0	0	58.5758	0	0	0	58.8428	0	0	0	358.024	0	85.5222	0	
84602	0	0	58.7936	0	0	0	59.2038	0	0	0	359.877	0	85.4395	0	
84693	0	0	58.6077	0	0	0	59.0183	0	0	0	356.482	0	85.3395	0	
84785	0	0	58.5558	0	0	0	59.0215	0	0	0	357.346	0	85.6761	0	
84874	0	0	58.3831	0	0	0	58.8796	0	0	0	355.632	0	85.3063	0	
84966	0	0	58.4183	0	0	0	58.9015	0	0	0	357.198	0	85.866	0	
85056	0	0	58.1547	0	0	0	58.8368	0	0	0	359.214	0	86.3146	0	
85146	0	0	58.2919	0	0	0	58.8894	0	0	0	357.774	0	85.9834	0	
85236	0	0	58.2192	0	0	0	58.8691	0	0	0	356.336	0	85.8514	0	
85327	0	0	58.427	0	0	0	59.2727	0	0	0	359.538	0	85.9231	0	
85419	0	0	58.1327	0	0	0	59.1471	0	0	0	359.438	0	86.25	0	
85512	0	0	58.0919	0	0	0	59.2545	0	0	0	357.723	0	85.9957	0	
85603	0	0	58.2251	0	0	0	59.2445	0	0	0	358.142	0	86.1691	0	
85693	0	0	58.0751	0	0	0	59.1733	0	0	0	358.422	0	85.9029	0	
85785	0	0	58.1178	0	0	0	59.2922	0	0	0	359.334	0	86.3195	0	
85876	0	0	57.8903	0	0	0	58.9671	0	0	0	355.279	0	86.7863	0	
85965	0	0	57.7086	0	0	0	58.8991	0	0	0	355.837	0	86.3038	0	
86054	0	0	57.8356	0	0	0	59.0008	0	0	0	356.432	0	86.6164	0	
86145	0	0	57.9158	0	0	0	59.2904	0	0	0	355.844	0	86.4939	0	
86235	0	0	57.7537	0	0	0	59.0149	0	0	0	354.234	0	86.1969	0	
86328	0	0	57.8728	0	0	0	59.4313	0	0	0	359.394	0	86.8513	0	
86417	0	0	57.8084	0	0	0	59.4421	0	0	0	356.815	0	86.3905	0	
86509	0	0	57.371	0	0	0	59.0212	0	0	0	359.201	0	86.9554	0	
86598	0	0	57.279	0	0	0	58.8727	0	0	0	355.097	0	86.586	0	
86689	0	0	57.5462	0	0	0	59.2463	0	0	0	362.039	0	88.0886	0	
86782	0	0	57.5016	0	0	0	59.352	0	0	0	354.528	0	86.2835	0	
86870	0	0	57.4926	0	0	0	59.3349	0	0	0	357.855	0	87.1934	0	
86960	0	0	57.4163	0	0	0	59.3967	0	0	0	355.784	0	86.8899	0	
87051	0	0	57.2957	0	0	0	59.1405	0	0	0	360.263	0	87.9243	0	
87145	0	0	57.9131	0	0	0	60.1433	0	0	0	360.515	0	87.3764	0	
87236	0	0	57.5776	0	0	0	59.4406	0	0	0	358.533	0	87.111	0	
87326	0	0	57.4328	0	0	0	59.6788	0	0	0	361.687	0	87.8451	0	
87416	0	0	57.7161	0	0	0	60.0861	0	0	0	360.546	0	87.3732	0	
87506	0	0	57.1775	0	0	0	59.4636	0	0	0	357.527	0	87.343	0	
87596	0	0	56.9251	0	0	0	59.3735	0	0	0	355.46	0	87.3281	0	
87687	0	0	57.4876	0	0	0	59.9228	0	0	0	356.491	0	86.8978	0	
87779	0	0	57.3592	0	0	0	59.9314	0	0	0	358.099	0	87.633	0	
87869	0	0	56.9858	0	0	0	59.5897	0	0	0	355.587	0	87.2293	0	
87959	0	0	56.8845	0	0	0	59.6126	0	0	0	356.699	0	87.2633	0	
88051	0	0	57.2868	0	0	0	60.0594	0	0	0	358.317	0	87.2342	0	
88140	0	0	56.6552	0	0	0	59.3099	0	0	0	355.741	0	87.911	0	
88230	0	0	56.7817	0	0	0	59.5311	0	0	0	356.148	0	87.5402	0	
