ARR_DATA(I)	Integral(5.444,5.381)		Integral(5.258,5.220)		Integral(4.667,4.622)		Integral(4.013,3.980)		
78873	13.0675	0	3.86424	0	1.11148	0	20.9445	0	
78966	13.672	0	3.72006	0	1.12387	0	20.0444	0	
79055	13.6516	0	3.71895	0	1.07266	0	21.7723	0	
79145	13.4709	0	3.73019	0	1.17526	0	19.6888	0	
79237	13.3643	0	3.74047	0	1.18132	0	20.726	0	
79328	13.0077	0	3.72183	0	1.16547	0	21.6773	0	
79419	12.9441	0	3.72139	0	1.15792	0	21.3181	0	
79508	12.8962	0	3.62065	0	1.09605	0	19.3444	0	
79600	13.3415	0	3.87023	0	1.20181	0	20.5583	0	
79692	13.3404	0	3.73575	0	1.16647	0	20.6371	0	
79780	12.8293	0	3.83553	0	1.23193	0	21.4259	0	
79869	12.8409	0	3.72491	0	1.19995	0	18.8144	0	
79961	12.8066	0	3.7397	0	1.19332	0	19.3261	0	
80053	13.378	0	3.62811	0	1.2066	0	20.3517	0	
80141	13.4175	0	3.74222	0	1.13786	0	20.4455	0	
80234	12.7496	0	3.776	0	1.20475	0	20.7323	0	
80323	12.7682	0	3.7673	0	1.092	0	21.2877	0	
80415	13.8363	0	3.63471	0	1.2545	0	21.5507	0	
80505	12.7528	0	3.64526	0	1.17539	0	19.5491	0	
80593	12.6539	0	3.64379	0	1.0869	0	18.6831	0	
80683	13.8431	0	3.89254	0	1.15963	0	21.9008	0	
80774	12.7005	0	3.63004	0	1.16441	0	21.4571	0	
80865	13.1293	0	3.77241	0	1.30626	0	18.6156	0	
80956	13.0624	0	3.76096	0	1.21318	0	19.9802	0	
81046	12.6156	0	3.63978	0	1.10576	0	19.6392	0	
81135	12.6211	0	3.78696	0	1.16984	0	17.5717	0	
81224	12.9656	0	3.78941	0	1.13089	0	21.3261	0	
81317	13.1089	0	3.91232	0	1.22673	0	18.9725	0	
81408	12.4954	0	3.786	0	1.13575	0	19.9054	0	
81500	11.9891	0	3.64598	0	1.16389	0	20.1607	0	
81589	12.8451	0	3.6593	0	1.14495	0	20.5081	0	
81681	11.9866	0	3.89481	0	1.23279	0	19.2971	0	
81773	12.4751	0	3.55523	0	1.23645	0	21.6039	0	
81866	11.9124	0	3.74926	0	1.14174	0	22.2596	0	
81957	12.4218	0	3.78415	0	1.09934	0	21.4725	0	
82046	12.3766	0	3.77856	0	1.03926	0	20.8708	0	
82137	12.3434	0	4.05127	0	1.16393	0	21.8601	0	
82229	12.8609	0	4.05645	0	1.22423	0	20.9676	0	
82321	13.3754	0	3.80749	0	1.19357	0	18.7509	0	
82411	12.8368	0	3.80539	0	1.19744	0	19.9113	0	
82503	12.2439	0	3.94951	0	1.13763	0	20.7238	0	
82593	12.8273	0	3.68519	0	1.24861	0	20.0849	0	
82683	12.2604	0	3.92442	0	1.1805	0	21.461	0	
82776	11.7107	0	3.77761	0	1.08602	0	18.8612	0	
82864	12.1987	0	3.57404	0	1.25241	0	19.8213	0	
82955	13.3243	0	3.68551	0	1.28627	0	20.2214	0	
83044	12.1122	0	3.70709	0	1.26872	0	19.6191	0	
83136	12.1324	0	3.94598	0	1.22685	0	19.1955	0	
83225	12.0828	0	3.81926	0	1.14993	0	20.0409	0	
83317	12.1099	0	3.81347	0	1.13264	0	20.8773	0	
83410	11.635	0	3.80055	0	1.17699	0	22.6125	0	
83503	12.0161	0	3.91341	0	1.15912	0	21.0676	0	
83595	12.407	0	3.83384	0	1.23812	0	20.299	0	
83688	12.1218	0	3.84011	0	1.23124	0	23.577	0	
83780	12.5203	0	3.82547	0	1.24272	0	21.2237	0	
83870	11.9425	0	3.83597	0	1.16666	0	21.6922	0	
83960	11.9662	0	3.69908	0	1.19717	0	20.7073	0	
84052	12.5328	0	3.83156	0	1.28779	0	20.302	0	
84142	11.4943	0	3.71703	0	1.22279	0	20.2609	0	
84231	12.4124	0	3.93543	0	1.3724	0	21.6847	0	
84328	11.8571	0	3.82447	0	1.1895	0	23.4646	0	
84417	11.968	0	3.84228	0	1.29393	0	19.2659	0	
84509	11.8444	0	3.7233	0	1.22891	0	19.5426	0	
84602	11.8368	0	3.71621	0	1.11364	0	20.702	0	
84693	11.8622	0	3.85018	0	1.27166	0	20.4457	0	
84785	11.8736	0	3.98804	0	1.20322	0	20.477	0	
84874	10.8587	0	3.74346	0	1.21687	0	20.1327	0	
84966	12.278	0	3.74294	0	1.17029	0	20.4485	0	
85056	11.7911	0	3.72161	0	1.23293	0	21.8589	0	
85146	11.7068	0	3.62742	0	1.21994	0	21.5745	0	
85236	11.7574	0	3.87787	0	1.21493	0	20.7093	0	
85327	11.7222	0	3.73358	0	1.1957	0	21.7025	0	
85419	12.0719	0	3.74312	0	1.28027	0	20.5389	0	
85512	11.7003	0	3.86821	0	1.24075	0	21.6857	0	
85603	11.2604	0	3.6237	0	1.31376	0	21.3125	0	
85693	11.5788	0	3.7393	0	1.15908	0	22.1527	0	
85785	11.6467	0	3.99981	0	1.15557	0	22.2549	0	
85876	11.6322	0	3.96108	0	1.1991	0	23.2751	0	
85965	11.5859	0	3.7506	0	1.17665	0	22.7876	0	
86054	11.584	0	3.74885	0	1.27481	0	22.7396	0	
86145	11.0427	0	3.78629	0	1.30251	0	20.0775	0	
86235	11.4433	0	3.64563	0	1.14529	0	21.1789	0	
86328	11.0845	0	3.90707	0	1.18731	0	20.7125	0	
86417	11.5326	0	3.90068	0	1.0849	0	21.8451	0	
86509	11.5083	0	3.54767	0	1.22204	0	20.2629	0	
86598	11.7838	0	3.88521	0	1.35163	0	20.6284	0	
86689	11.4476	0	3.82883	0	1.2011	0	22.3459	0	
86782	10.9886	0	3.90556	0	1.14361	0	19.8699	0	
86870	11.0071	0	4.03521	0	1.24759	0	21.5576	0	
86960	10.4767	0	3.8834	0	1.21079	0	20.2999	0	
87051	11.3597	0	3.73977	0	1.25038	0	22.8793	0	
87145	11.7969	0	3.76285	0	1.24762	0	21.4515	0	
87236	11.375	0	3.76456	0	1.23853	0	20.9698	0	
87326	10.4769	0	3.87811	0	1.13603	0	23.0274	0	
87416	10.8354	0	3.88017	0	1.21388	0	21.8181	0	
87506	11.3244	0	3.88997	0	1.24487	0	20.696	0	
87596	10.369	0	3.76903	0	1.24786	0	22.0219	0	
87687	11.2496	0	3.79086	0	1.16581	0	20.8998	0	
87779	11.2757	0	3.91393	0	1.25088	0	23.1635	0	
87869	11.232	0	3.78884	0	1.2246	0	20.0454	0	
87959	11.2802	0	3.78743	0	1.18418	0	21.1539	0	
88051	10.2715	0	3.65862	0	1.10898	0	21.113	0	
88140	11.1011	0	3.79981	0	1.35711	0	22.0206	0	
88230	10.7457	0	3.80895	0	1.21995	0	21.6782	0	
88320	10.7362	0	3.8723	0	1.34253	0	23.1792	0	
88409	11.1417	0	3.67023	0	1.16834	0	22.7157	0	
88502	11.1565	0	3.9315	0	1.13141	0	19.5382	0	
88591	12.0267	0	3.91913	0	1.33346	0	22.2216	0	
88682	10.6632	0	3.91241	0	1.35233	0	21.8508	0	
88778	11.0564	0	3.80878	0	1.22804	0	23.1956	0	
88869	11.3838	0	3.79065	0	1.36769	0	20.9078	0	
88961	10.5761	0	3.95195	0	1.27372	0	20.2434	0	
89053	10.5599	0	3.90278	0	1.25419	0	20.6381	0	
89145	10.9395	0	3.94232	0	1.27138	0	21.8162	0	
89234	11.3052	0	3.93726	0	1.27963	0	21.2439	0	
89328	10.9252	0	3.93784	0	1.3067	0	19.41	0	
89418	10.9762	0	3.81861	0	1.33743	0	20.4739	0	
89507	10.9108	0	3.81128	0	1.26268	0	22.0294	0	
89599	10.5673	0	3.80941	0	1.27658	0	20.9737	0	
89692	10.4237	0	3.80519	0	1.22467	0	20.9367	0	
89782	10.7867	0	3.95524	0	1.24426	0	21.8262	0	
89874	10.4392	0	3.60038	0	1.27654	0	21.6759	0	
89963	10.8198	0	3.81969	0	1.31281	0	21.4594	0	
90056	10.3938	0	3.69231	0	1.30977	0	20.9121	0	
90148	10.7915	0	3.82789	0	1.29563	0	19.6522	0	
90241	10.3428	0	3.95413	0	1.27942	0	19.8881	0	
90330	10.714	0	3.86805	0	1.2873	0	18.7242	0	
90423	10.2703	0	3.85675	0	1.31075	0	19.538	0	
90513	10.7381	0	3.84278	0	1.27136	0	20.1529	0	
90604	10.3375	0	3.7617	0	1.35595	0	19.6771	0	
90697	10.6666	0	3.7251	0	1.22194	0	20.1309	0	
90790	11.0624	0	3.82149	0	1.25137	0	20.7202	0	
90879	10.6652	0	3.88331	0	1.30114	0	21.2509	0	
90971	9.833	0	3.63222	0	1.2861	0	22.0346	0	
91063	9.61592	0	3.87532	0	1.32984	0	19.2185	0	
91159	9.89806	0	3.81375	0	1.24113	0	20.1738	0	
91250	9.37075	0	3.97893	0	1.26903	0	20.0628	0	
91342	10.3307	0	3.98023	0	1.21213	0	20.9685	0	
91435	9.92777	0	3.75495	0	1.25558	0	17.8754	0	
91525	9.85279	0	4.00262	0	1.29	0	18.9045	0	
91613	10.2703	0	3.98599	0	1.31335	0	21.9574	0	
91705	9.49574	0	3.70235	0	1.29139	0	24.4224	0	
91794	10.2134	0	3.87065	0	1.34644	0	20.4975	0	
91885	9.79821	0	3.99867	0	1.28513	0	19.6493	0	
91978	10.2701	0	3.86264	0	1.24857	0	20.7069	0	
92071	9.6672	0	3.7658	0	1.24583	0	20.8295	0	
92162	9.27298	0	4.03196	0	1.24158	0	19.5236	0	
92255	9.80491	0	3.76052	0	1.31816	0	20.6619	0	
92348	10.1574	0	3.98659	0	1.28463	0	22.3339	0	
92440	9.6746	0	3.88357	0	1.26634	0	19.7439	0	
92532	9.66731	0	3.7443	0	1.33279	0	20.756	0	
92622	9.63685	0	4.0155	0	1.29299	0	20.4819	0	
92721	9.18937	0	3.72135	0	1.20683	0	24.095	0	
92813	10.0866	0	4.14641	0	1.32303	0	21.3678	0	
92903	9.26886	0	3.90181	0	1.27683	0	19.6831	0	
92993	10.0351	0	4.01677	0	1.32297	0	21.3928	0	
