"saccharose: (5.185803, 5.246521)","alpha-glucose: (5.013715, 5.056501)","beta-glucose: (4.419116, 4.465992)","fructose: (3.776692, 3.805767)"
0.003285574918499995,-0.00043011990349998405,-5.170225750000056e-05,0.0008593010338999941
0.0031566493995000026,-0.00046528638799998314,-9.747920250000025e-05,0.0009081569195999943
0.003387732329500012,-0.0002444444344999853,0.0002148612999999963,0.0011512956984999943
0.0030784389680000245,-0.000429873869999982,-3.400354650000148e-05,0.0010786293869999935
0.0030534580545000306,-0.0004079257454999818,-4.4639306500001544e-05,0.0010817017504999938
0.0027964640250000383,-0.000574267394499979,-0.00031899896649999904,0.0009923568263499934
0.0029085331055000384,-0.00042976784349998086,-9.390296100000113e-05,0.0011554366074999932
0.002708504274500047,-0.0005457379404999784,-0.00020373687000000036,0.0011697867103999933
0.0026635074580000496,-0.0005197005549999787,-0.00020605836750000052,0.0012250906444999934
0.0028618917020000563,-0.00032078063049998046,5.8547125999996644e-05,0.0014164242049999934
0.002299324371850059,-0.0006929749769999756,-0.000399906906999999,0.0012303375496499932
0.0026124763205000634,-0.0004318586349999785,-0.0001715223675000015,0.0013391756222499926
0.0023531950370000586,-0.0005864689509999764,-0.0003382363394999994,0.0013271871667499928
0.002279156023500066,-0.0005945631499999755,-0.0003817395484999995,0.0013538474149999927
0.002350222003000064,-0.0005162364789999766,-0.0002814852420000005,0.0014509845910499924
0.001602816823200062,-0.0010270764666999701,-0.0008844008344999943,0.0011702097998399917
0.0019341954182500619,-0.0007621930510499735,-0.0007518227554999955,0.0012053348548709914
0.0018919676190000648,-0.0007694323263499729,-0.0007702702424999958,0.001242297164256991
0.001897419099600066,-0.0007230246159999728,-0.0007419492959999962,0.001252445955814992
0.0018029132701500605,-0.0007563102264999726,-0.0007503456834999959,0.0013608493893499914
0.002138477985500065,-0.0004001988029999768,-0.00014595086700000255,0.0018319376304999926
0.0024039403690000634,-0.00012636724999998047,0.0002132827999999939,0.002057303027999991
0.0018481852030000567,-0.0005395915649999758,-0.0003690474769999998,0.0017753682469999921
0.0017994141125000607,-0.0005392494319999746,-0.0003269511275000007,0.0019136261829999924
0.0017949251065000576,-0.0004931727984999755,-0.0002766347735000011,0.001962773628499992
0.0018566552525000563,-0.00042698015799997636,-0.00022768294600000158,0.0020209806469999917
0.0016784084340000548,-0.000499282160999975,-0.000294932621500001,0.002064079718999992
0.0017595423195000516,-0.00039446221699997674,-0.00011540756400000303,0.0022206866624999923
0.00169350006400005,-0.0004125423534999762,-0.0001514753520000027,0.0022551759059999924
0.0015294927750000456,-0.000503557067999975,-0.0003236443570000012,0.0021864652854999924
0.0015386121560000475,-0.0004753549929999753,-0.00027189996300000134,0.002243210935999992
0.0014943098535000353,-0.0004520706294999767,-0.00023795402800000208,0.002333222506499993
0.00146072246600003,-0.00045308539049997707,-0.00023942998450000196,0.0024063292579999925
0.0013991006205000388,-0.0004616317559999753,-0.0002789154340000015,0.0023715727539999915
0.0013164840790000258,-0.00048587725399997677,-0.0002954685120000013,0.0024527040439999924
0.00139274230950004,-0.0003729014899999778,-0.00016770507950000115,0.0025041896439999913
0.0012937684285000283,-0.00042545029949997665,-0.00024737586300000174,0.002558427028499992
0.001237652853500025,-0.00043283434249997694,-0.0002471650725000016,0.002596063371499993
0.0011535270210000265,-0.0004749677429999758,-0.00034254141450000054,0.002556194483999991
0.0011413766150000174,-0.0004522719174999773,-0.00029737604000000094,0.002649437393999992
0.0010568491270000267,-0.00046385202649997567,-0.00032409470700000057,0.0026644594064999905
0.001071345466500014,-0.000431099783999978,-0.000270676182500001,0.002756269262999992
0.0010854962910000158,-0.0003943669379999774,-0.00023651481300000158,0.0027878423879999915
0.0010179701090000067,-0.0004032607044999789,-0.00025077545150000097,0.0028487231034999916
0.0009202561545000103,-0.0004585192614999774,-0.0003312422445000003,0.002831974858999991
0.0009190936060000123,-0.0004234561979999774,-0.00029718279300000063,0.002886456457499991
0.0008941063470000062,-0.0003987734729999782,-0.00025828270950000083,0.002982698058499991
0.0008408549134999993,-0.0004207412359999794,-0.00029184431000000015,0.0030037751889999916
0.0007810255645000002,-0.00043251820399997854,-0.00031257364249999994,0.0030470559184999912
0.000793445140000001,-0.00038917130049997896,-0.00025655921200000073,0.003098626059999991
0.0007059238429999968,-0.0004283289384999793,-0.0003326270284999996,0.0030952573854999906
0.0005746311859999955,-0.0005340238334999779,-0.000574822209999997,0.00293674891549999
0.0005512747244999924,-0.0005080103184999787,-0.0005144424194999973,0.003044704268999991
0.0005866075490000007,-0.0004302929364999775,-0.0003707340914999995,0.003163711098999991
0.0006639347064999883,-0.00033135486749998186,-0.00017568615950000049,0.003389461673999991
0.0005377397794999893,-0.0004156755674999804,-0.0003210749699999991,0.003313863462999991
0.000550444206999986,-0.00037988045749998167,-0.00026783226349999913,0.0034067453124999904
0.0004743509634999861,-0.0004007309619999812,-0.0003074981219999991,0.00341217783399999
0.0003975254904999806,-0.0004385577484999826,-0.0003677444449999973,0.0034746599519999903
0.000379025155499985,-0.00042038845649998126,-0.0003457597069999981,0.0034863421869999905
0.00040983141599998884,-0.0003600952009999808,-0.00025196548849999983,0.0035520414129999907
0.00034549610899998497,-0.0004014878269999812,-0.0003435273919999985,0.0035394164369999905
6.159495999998922e-05,-0.0006365551288499767,-0.000839592385999994,0.00317433638199999
0.0002387247814999862,-0.00041448056299998057,-0.00038672438499999816,0.0035898669029999896
0.0002493058489999821,-0.0003818743759999826,-0.00032159633599999774,0.00367303217949999
0.0002405565269999741,-0.00037008894299998585,-0.000306137001999996,0.0037977383849999886
-1.4189502800017939e-05,-0.0005796343203499795,-0.0007781474954999933,0.0033476869564999885
0.0001396191394999757,-0.0003845367144999849,-0.00032924791449999625,0.0038686893979999895
0.00010495136799997277,-0.0004068345384999857,-0.0004173390879999944,0.0038537943919999887
8.894251749997815e-05,-0.00039347398649998324,-0.0003662711494999967,0.003895787541999989
4.8888076499982534e-05,-0.0003876282089999818,-0.0003913083099999972,0.0038319251479999898
5.2584484499978924e-05,-0.0003586217504999837,-0.00031803424449999693,0.003998639974999989
